════════════════════════════════════════════════════════════════
 Revision 실험 계획
   repo      : /home/edgeai_lab/Safety-WaRP-LLM
   python    : /home/edgeai_lab/miniconda3/envs/hb/bin/python
   safety    : cb
   models    : gemma2_9b
   methods   : seal
   tasks     : <모델별 자동>
   eff.batch : 16   epochs: 3   max_len: 1024   seed: 42
   full-param: lr=5e-5 wd=0.01 warmup=0.1
   lora      : r=16 a=32 drop=0.05 wd=0.0 warmup=0.03
               lr=3e-4 (gsm8k/math/medqa/arc) · 7e-5 (agnews)
   out       : /home/edgeai_lab/Safety-WaRP-LLM/outputs/revision
   hf        : kmseong  (업로드 후 로컬 삭제=1, basis 삭제=1)
════════════════════════════════════════════════════════════════

  SEAL top-p     : 0.8 (top80)
  selector epochs: 2
  S2 (full-param): lr=5e-5 wd=0.01 warmup=0.1 epochs=3
  selector ckpt  : /home/edgeai_lab/Safety-WaRP-LLM/seal/ckpt/revision

──────────────────────────────────────────────────────────────
  seal-S1 selector  cb/gemma2_9b/gsm8k  batch=2   (09-01 18:24:31)
──────────────────────────────────────────────────────────────
`torch_dtype` is deprecated! Use `dtype` instead!
[selector] loading model: wvnvwn/gemma-2-9b-it-ssft-lr3e-5
Fetching 4 files:   0%|          | 0/4 [00:00<?, ?it/s]Fetching 4 files:  25%|██▌       | 1/4 [00:11<00:35, 11.91s/it]Fetching 4 files:  50%|█████     | 2/4 [00:12<00:10,  5.20s/it]Fetching 4 files: 100%|██████████| 4/4 [00:12<00:00,  3.10s/it]
Loading checkpoint shards:   0%|          | 0/4 [00:00<?, ?it/s]Loading checkpoint shards:  25%|██▌       | 1/4 [00:00<00:00,  3.53it/s]Loading checkpoint shards:  50%|█████     | 2/4 [00:00<00:00,  3.46it/s]Loading checkpoint shards:  75%|███████▌  | 3/4 [00:00<00:00,  3.41it/s]Loading checkpoint shards: 100%|██████████| 4/4 [00:01<00:00,  3.58it/s]Loading checkpoint shards: 100%|██████████| 4/4 [00:01<00:00,  3.53it/s]
trainable params: 36,814,848 || all params: 9,278,520,832 || trainable%: 0.3968
[selector] building datasets ...
Map:   0%|          | 0/7473 [00:00<?, ? examples/s]Map:  94%|█████████▎| 7000/7473 [00:00<00:00, 21246.31 examples/s]Map: 100%|██████████| 7473/7473 [00:00<00:00, 22183.74 examples/s]
[selector] safe=4994  downstream=7473

[selector] epoch 0  ul_weight=0.900
  step 10/7474  safe=0.2250  ft=1.8984  model_loss_ema=0.2014  sel_loss=1.8987
  step 350/7474  safe=0.0395  ft=0.6836  model_loss_ema=0.1200  sel_loss=0.7325
  step 360/7474  safe=0.0146  ft=0.3714  model_loss_ema=0.1330  sel_loss=0.3991
  step 370/7474  safe=0.0995  ft=0.5154  model_loss_ema=0.1300  sel_loss=0.5555
  step 380/7474  safe=0.0654  ft=0.6927  model_loss_ema=0.1170  sel_loss=0.7488
  step 390/7474  safe=0.2060  ft=0.4209  model_loss_ema=0.1171  sel_loss=0.4563
  step 400/7474  safe=0.0155  ft=0.4576  model_loss_ema=0.1225  sel_loss=0.4975
  step 410/7474  safe=0.1025  ft=0.6507  model_loss_ema=0.1228  sel_loss=0.7095
  step 420/7474  safe=0.1552  ft=0.4853  model_loss_ema=0.1216  sel_loss=0.5307
  step 430/7474  safe=0.0532  ft=0.7622  model_loss_ema=0.1282  sel_loss=0.8358
  step 440/7474  safe=0.0800  ft=0.3968  model_loss_ema=0.1254  sel_loss=0.4364
  step 450/7474  safe=0.0355  ft=0.5248  model_loss_ema=0.1229  sel_loss=0.5788
  step 460/7474  safe=0.0332  ft=0.5807  model_loss_ema=0.1185  sel_loss=0.6423
  step 470/7474  safe=0.1385  ft=0.4951  model_loss_ema=0.1200  sel_loss=0.5493
  step 480/7474  safe=0.0052  ft=0.3556  model_loss_ema=0.1117  sel_loss=0.3958
  step 490/7474  safe=0.1605  ft=0.4011  model_loss_ema=0.1218  sel_loss=0.4476
  step 500/7474  safe=0.0973  ft=0.3301  model_loss_ema=0.1167  sel_loss=0.3695
  step 510/7474  safe=0.0867  ft=0.8257  model_loss_ema=0.1254  sel_loss=0.9270
  step 520/7474  safe=0.0840  ft=0.3438  model_loss_ema=0.1243  sel_loss=0.3871
  step 530/7474  safe=0.0814  ft=0.5055  model_loss_ema=0.1208  sel_loss=0.5707
  step 540/7474  safe=0.0294  ft=0.2963  model_loss_ema=0.1237  sel_loss=0.3355
  step 550/7474  safe=0.0249  ft=0.2775  model_loss_ema=0.1108  sel_loss=0.3151
  step 560/7474  safe=0.0574  ft=0.5773  model_loss_ema=0.1125  sel_loss=0.6575
  step 570/7474  safe=0.0713  ft=0.4579  model_loss_ema=0.1148  sel_loss=0.5231
  step 580/7474  safe=0.0171  ft=0.4892  model_loss_ema=0.1087  sel_loss=0.5604
  step 590/7474  safe=0.0955  ft=0.5843  model_loss_ema=0.1072  sel_loss=0.6715
  step 600/7474  safe=0.0865  ft=0.6100  model_loss_ema=0.1073  sel_loss=0.7032
  step 610/7474  safe=0.0572  ft=0.3291  model_loss_ema=0.1106  sel_loss=0.3805
  step 620/7474  safe=0.0851  ft=0.1775  model_loss_ema=0.1087  sel_loss=0.2059
  step 630/7474  safe=0.0376  ft=0.2692  model_loss_ema=0.1095  sel_loss=0.3131
  step 640/7474  safe=0.0813  ft=0.4545  model_loss_ema=0.1251  sel_loss=0.5301
  step 650/7474  safe=0.0606  ft=0.3633  model_loss_ema=0.1201  sel_loss=0.4250
  step 660/7474  safe=0.0449  ft=0.5555  model_loss_ema=0.1110  sel_loss=0.6519
  step 670/7474  safe=0.1087  ft=0.4833  model_loss_ema=0.1161  sel_loss=0.5690
  step 680/7474  safe=0.0116  ft=0.4993  model_loss_ema=0.1099  sel_loss=0.5896
  step 690/7474  safe=0.0745  ft=0.5348  model_loss_ema=0.1252  sel_loss=0.6334
  step 700/7474  safe=0.1036  ft=0.3395  model_loss_ema=0.1192  sel_loss=0.4034
  step 710/7474  safe=0.0348  ft=0.4130  model_loss_ema=0.1080  sel_loss=0.4923
  step 720/7474  safe=0.0450  ft=0.3586  model_loss_ema=0.1170  sel_loss=0.4288
  step 730/7474  safe=0.0319  ft=0.4565  model_loss_ema=0.1103  sel_loss=0.5475
  step 740/7474  safe=0.0063  ft=0.6502  model_loss_ema=0.1031  sel_loss=0.7822
  step 750/7474  safe=0.0696  ft=0.4277  model_loss_ema=0.1026  sel_loss=0.5161
  step 760/7474  safe=0.2190  ft=0.5333  model_loss_ema=0.1056  sel_loss=0.6456
  step 770/7474  safe=0.0673  ft=0.2456  model_loss_ema=0.1116  sel_loss=0.2982
  step 780/7474  safe=0.2077  ft=0.4095  model_loss_ema=0.1209  sel_loss=0.4987
  step 790/7474  safe=0.2398  ft=0.3111  model_loss_ema=0.1252  sel_loss=0.3801
  step 800/7474  safe=0.0223  ft=0.4375  model_loss_ema=0.1313  sel_loss=0.5362
  step 810/7474  safe=0.0858  ft=0.3495  model_loss_ema=0.1174  sel_loss=0.4297
  step 820/7474  safe=0.0309  ft=0.4038  model_loss_ema=0.1205  sel_loss=0.4980
  step 830/7474  safe=0.0737  ft=0.3885  model_loss_ema=0.1107  sel_loss=0.4807
  step 840/7474  safe=0.0232  ft=0.1905  model_loss_ema=0.1079  sel_loss=0.2365
  step 850/7474  safe=0.0381  ft=0.4971  model_loss_ema=0.1119  sel_loss=0.6191
  step 860/7474  safe=0.0089  ft=0.5351  model_loss_ema=0.1199  sel_loss=0.6685
  step 870/7474  safe=0.0178  ft=0.2351  model_loss_ema=0.1040  sel_loss=0.2946
  step 880/7474  safe=0.0876  ft=0.3066  model_loss_ema=0.1193  sel_loss=0.3855
  step 890/7474  safe=0.0801  ft=0.4419  model_loss_ema=0.1179  sel_loss=0.5574
  step 900/7474  safe=0.1181  ft=0.2723  model_loss_ema=0.1262  sel_loss=0.3446
  step 910/7474  safe=0.0927  ft=0.3801  model_loss_ema=0.1265  sel_loss=0.4826
  step 920/7474  safe=0.0574  ft=0.3345  model_loss_ema=0.1210  sel_loss=0.4260
  step 930/7474  safe=0.0537  ft=0.3430  model_loss_ema=0.1146  sel_loss=0.4383
  step 940/7474  safe=0.0349  ft=0.3357  model_loss_ema=0.1221  sel_loss=0.4303
  step 950/7474  safe=0.0197  ft=0.3262  model_loss_ema=0.1118  sel_loss=0.4195
  step 960/7474  safe=0.1237  ft=0.2764  model_loss_ema=0.1039  sel_loss=0.3565
  step 970/7474  safe=0.0996  ft=0.5567  model_loss_ema=0.1162  sel_loss=0.7206
  step 980/7474  safe=0.1131  ft=0.5234  model_loss_ema=0.1212  sel_loss=0.6798
  step 990/7474  safe=0.2106  ft=0.6247  model_loss_ema=0.1349  sel_loss=0.8142
  step 1000/7474  safe=0.0580  ft=0.3435  model_loss_ema=0.1264  sel_loss=0.4493
  step 1010/7474  safe=0.0875  ft=0.2813  model_loss_ema=0.1228  sel_loss=0.3691
  step 1020/7474  safe=0.0788  ft=0.3741  model_loss_ema=0.1242  sel_loss=0.4926
  step 1030/7474  safe=0.0317  ft=0.4694  model_loss_ema=0.1273  sel_loss=0.6203
  step 1040/7474  safe=0.0897  ft=0.3903  model_loss_ema=0.1199  sel_loss=0.5176
  step 1050/7474  safe=0.0770  ft=0.4995  model_loss_ema=0.1121  sel_loss=0.6645
  step 1060/7474  safe=0.0271  ft=0.4328  model_loss_ema=0.1228  sel_loss=0.5778
  step 1070/7474  safe=0.0263  ft=0.4286  model_loss_ema=0.1136  sel_loss=0.5741
  step 1080/7474  safe=0.0677  ft=0.4101  model_loss_ema=0.1074  sel_loss=0.5512
  step 1090/7474  safe=0.0860  ft=0.3662  model_loss_ema=0.1258  sel_loss=0.4940
  step 1100/7474  safe=0.0376  ft=0.4416  model_loss_ema=0.1268  sel_loss=0.5977
  step 1110/7474  safe=0.0177  ft=0.5333  model_loss_ema=0.1348  sel_loss=0.7243
  step 1120/7474  safe=0.0986  ft=0.2336  model_loss_ema=0.1409  sel_loss=0.3184
  step 1130/7474  safe=0.0264  ft=0.3697  model_loss_ema=0.1268  sel_loss=0.5057
  step 1140/7474  safe=0.0681  ft=0.2518  model_loss_ema=0.1284  sel_loss=0.3456
  step 1150/7474  safe=0.0047  ft=0.5752  model_loss_ema=0.1303  sel_loss=0.7923
  step 1160/7474  safe=0.1153  ft=0.3672  model_loss_ema=0.1257  sel_loss=0.5075
  step 1170/7474  safe=0.0132  ft=0.4889  model_loss_ema=0.1436  sel_loss=0.6783
  step 1180/7474  safe=0.0500  ft=0.6358  model_loss_ema=0.1283  sel_loss=0.8851
  step 1190/7474  safe=0.0637  ft=1.0319  model_loss_ema=0.1184  sel_loss=1.4415
  step 1200/7474  safe=0.0595  ft=0.5867  model_loss_ema=0.1324  sel_loss=0.8225
  step 1210/7474  safe=0.0768  ft=0.4159  model_loss_ema=0.1289  sel_loss=0.5852
  step 1220/7474  safe=0.0288  ft=0.4261  model_loss_ema=0.1176  sel_loss=0.6017
  step 1230/7474  safe=0.0733  ft=0.2977  model_loss_ema=0.1233  sel_loss=0.4219
  step 1240/7474  safe=0.1173  ft=0.2791  model_loss_ema=0.1250  sel_loss=0.3969
  step 1250/7474  safe=0.0393  ft=0.4210  model_loss_ema=0.1166  sel_loss=0.6007
  step 1260/7474  safe=0.0351  ft=0.7924  model_loss_ema=0.1287  sel_loss=1.1350
  step 1270/7474  safe=0.0877  ft=0.4408  model_loss_ema=0.1191  sel_loss=0.6337
  step 1280/7474  safe=0.1128  ft=0.3798  model_loss_ema=0.1138  sel_loss=0.5479
  step 1290/7474  safe=0.1199  ft=0.2905  model_loss_ema=0.1160  sel_loss=0.4207
  step 1300/7474  safe=0.1422  ft=0.4391  model_loss_ema=0.1154  sel_loss=0.6383
  step 1310/7474  safe=0.1595  ft=0.4241  model_loss_ema=0.1244  sel_loss=0.6189
  step 1320/7474  safe=0.1828  ft=0.3472  model_loss_ema=0.1266  sel_loss=0.5086
  step 1330/7474  safe=0.2660  ft=0.3196  model_loss_ema=0.1226  sel_loss=0.4698
  step 1340/7474  safe=0.0740  ft=0.2418  model_loss_ema=0.1349  sel_loss=0.3568
  step 1350/7474  safe=0.0323  ft=0.4432  model_loss_ema=0.1375  sel_loss=0.6565
  step 1360/7474  safe=0.0354  ft=0.3216  model_loss_ema=0.1245  sel_loss=0.4781
  step 1370/7474  safe=0.0252  ft=0.3665  model_loss_ema=0.1275  sel_loss=0.5470
  step 1380/7474  safe=0.0598  ft=0.3928  model_loss_ema=0.1269  sel_loss=0.5886
  step 1390/7474  safe=0.0763  ft=0.2154  model_loss_ema=0.1336  sel_loss=0.3241
  step 1400/7474  safe=0.0770  ft=0.3509  model_loss_ema=0.1277  sel_loss=0.5299
  step 1410/7474  safe=0.0488  ft=0.6172  model_loss_ema=0.1355  sel_loss=0.9358
  step 1420/7474  safe=0.1442  ft=0.1878  model_loss_ema=0.1592  sel_loss=0.2858
  step 1430/7474  safe=0.1184  ft=0.4504  model_loss_ema=0.1465  sel_loss=0.6880
  step 1440/7474  safe=0.1014  ft=0.2363  model_loss_ema=0.1435  sel_loss=0.3625
  step 1450/7474  safe=0.0186  ft=0.3420  model_loss_ema=0.1472  sel_loss=0.5265
  step 1460/7474  safe=0.0851  ft=0.4098  model_loss_ema=0.1350  sel_loss=0.6333
  step 1470/7474  safe=0.0327  ft=0.6974  model_loss_ema=0.1235  sel_loss=1.0821
  step 1480/7474  safe=0.0291  ft=0.4379  model_loss_ema=0.1236  sel_loss=0.6822
  step 1490/7474  safe=0.0243  ft=0.4561  model_loss_ema=0.1220  sel_loss=0.7136
  step 1500/7474  safe=0.0218  ft=0.4434  model_loss_ema=0.1226  sel_loss=0.6964
  step 1510/7474  safe=0.0708  ft=0.3138  model_loss_ema=0.1196  sel_loss=0.4948
  step 1520/7474  safe=0.1397  ft=0.2919  model_loss_ema=0.1208  sel_loss=0.4622
  step 1530/7474  safe=0.0841  ft=0.5914  model_loss_ema=0.1177  sel_loss=0.9401
  step 1540/7474  safe=0.0098  ft=0.7291  model_loss_ema=0.1169  sel_loss=1.1636
  step 1550/7474  safe=0.0551  ft=0.3810  model_loss_ema=0.1157  sel_loss=0.6106
  step 1560/7474  safe=0.1264  ft=0.2544  model_loss_ema=0.1205  sel_loss=0.4094
  step 1570/7474  safe=0.0275  ft=0.4670  model_loss_ema=0.1284  sel_loss=0.7545
  step 1580/7474  safe=0.0853  ft=0.5556  model_loss_ema=0.1378  sel_loss=0.9016
  step 1590/7474  safe=0.0990  ft=0.4732  model_loss_ema=0.1558  sel_loss=0.7713
  step 1600/7474  safe=0.0298  ft=0.2177  model_loss_ema=0.1463  sel_loss=0.3562
  step 1610/7474  safe=0.0233  ft=0.4179  model_loss_ema=0.1415  sel_loss=0.6867
  step 1620/7474  safe=0.0203  ft=0.4049  model_loss_ema=0.1260  sel_loss=0.6682
  step 1630/7474  safe=0.1433  ft=0.5833  model_loss_ema=0.1353  sel_loss=0.9666
  step 1640/7474  safe=0.0311  ft=0.7244  model_loss_ema=0.1436  sel_loss=1.2056
  step 1650/7474  safe=0.0744  ft=0.3260  model_loss_ema=0.1514  sel_loss=0.5447
  step 1660/7474  safe=0.0372  ft=0.4101  model_loss_ema=0.1449  sel_loss=0.6882
  step 1670/7474  safe=0.0665  ft=0.2483  model_loss_ema=0.1414  sel_loss=0.4184
  step 1680/7474  safe=0.1036  ft=0.3014  model_loss_ema=0.1524  sel_loss=0.5103
  step 1690/7474  safe=0.0771  ft=0.6022  model_loss_ema=0.1415  sel_loss=1.0237
  step 1700/7474  safe=0.0413  ft=0.1515  model_loss_ema=0.1432  sel_loss=0.2587
  step 1710/7474  safe=0.1094  ft=0.4473  model_loss_ema=0.1383  sel_loss=0.7670
  step 1720/7474  safe=0.0801  ft=0.5737  model_loss_ema=0.1283  sel_loss=0.9881
  step 1730/7474  safe=0.1469  ft=0.6005  model_loss_ema=0.1278  sel_loss=1.0389
  step 1740/7474  safe=0.0091  ft=0.5077  model_loss_ema=0.1279  sel_loss=0.8824
  step 1750/7474  safe=0.0703  ft=0.3339  model_loss_ema=0.1167  sel_loss=0.5827
  step 1760/7474  safe=0.0616  ft=0.4244  model_loss_ema=0.1237  sel_loss=0.7438
  step 1770/7474  safe=0.0174  ft=0.2604  model_loss_ema=0.1454  sel_loss=0.4585
  step 1780/7474  safe=0.0244  ft=0.6729  model_loss_ema=0.1391  sel_loss=1.1901
  step 1790/7474  safe=0.0525  ft=0.1214  model_loss_ema=0.1354  sel_loss=0.2156
  step 1800/7474  safe=0.0360  ft=0.3225  model_loss_ema=0.1459  sel_loss=0.5754
  step 1810/7474  safe=0.1150  ft=0.3768  model_loss_ema=0.1484  sel_loss=0.6754
  step 1820/7474  safe=0.1003  ft=0.2058  model_loss_ema=0.1437  sel_loss=0.3706
  step 1830/7474  safe=0.0653  ft=0.6848  model_loss_ema=0.1456  sel_loss=1.2385
  step 1840/7474  safe=0.0113  ft=0.5517  model_loss_ema=0.1483  sel_loss=1.0025
  step 1850/7474  safe=0.0271  ft=0.2383  model_loss_ema=0.1399  sel_loss=0.4350
  step 1860/7474  safe=0.2211  ft=0.1622  model_loss_ema=0.1427  sel_loss=0.2975
  step 1870/7474  safe=0.0879  ft=0.7113  model_loss_ema=0.1531  sel_loss=1.3107
  step 1880/7474  safe=0.0797  ft=0.2921  model_loss_ema=0.1616  sel_loss=0.5408
  step 1890/7474  safe=0.0583  ft=0.4381  model_loss_ema=0.1519  sel_loss=0.8149
  step 1900/7474  safe=0.0421  ft=0.3534  model_loss_ema=0.1442  sel_loss=0.6603
  step 1910/7474  safe=0.1335  ft=0.3523  model_loss_ema=0.1428  sel_loss=0.6614
  step 1920/7474  safe=0.0136  ft=0.3953  model_loss_ema=0.1373  sel_loss=0.7456
  step 1930/7474  safe=0.1769  ft=0.5863  model_loss_ema=0.1455  sel_loss=1.1110
  step 1940/7474  safe=0.0149  ft=0.7356  model_loss_ema=0.1449  sel_loss=1.4008
  step 1950/7474  safe=0.0183  ft=0.3985  model_loss_ema=0.1407  sel_loss=0.7627
  step 1960/7474  safe=0.1307  ft=0.2262  model_loss_ema=0.1387  sel_loss=0.4350
  step 1970/7474  safe=0.0385  ft=0.6899  model_loss_ema=0.1386  sel_loss=1.3333
  step 1980/7474  safe=0.0989  ft=0.3434  model_loss_ema=0.1367  sel_loss=0.6671
  step 1990/7474  safe=0.0062  ft=0.5086  model_loss_ema=0.1558  sel_loss=0.9929
  step 2000/7474  safe=0.0486  ft=0.2712  model_loss_ema=0.1436  sel_loss=0.5320
  step 2010/7474  safe=0.2949  ft=0.2970  model_loss_ema=0.1530  sel_loss=0.5854
  step 2020/7474  safe=0.0711  ft=0.3494  model_loss_ema=0.1588  sel_loss=0.6922
  step 2030/7474  safe=0.0731  ft=0.5731  model_loss_ema=0.1503  sel_loss=1.1410
  step 2040/7474  safe=0.1904  ft=0.3643  model_loss_ema=0.1497  sel_loss=0.7290
  step 2050/7474  safe=0.0745  ft=0.3112  model_loss_ema=0.1460  sel_loss=0.6260
  step 2060/7474  safe=0.0671  ft=0.4867  model_loss_ema=0.1377  sel_loss=0.9841
  step 2070/7474  safe=0.2372  ft=0.4914  model_loss_ema=0.1664  sel_loss=0.9986
  step 2080/7474  safe=0.0388  ft=0.1637  model_loss_ema=0.1742  sel_loss=0.3344
  step 2090/7474  safe=0.0187  ft=0.3988  model_loss_ema=0.1765  sel_loss=0.8187
  step 2100/7474  safe=0.0633  ft=0.5356  model_loss_ema=0.1723  sel_loss=1.1053
  step 2110/7474  safe=0.1793  ft=0.2591  model_loss_ema=0.1662  sel_loss=0.5376
  step 2120/7474  safe=0.0722  ft=0.2876  model_loss_ema=0.1560  sel_loss=0.5996
  step 2130/7474  safe=0.1993  ft=0.4352  model_loss_ema=0.1483  sel_loss=0.9118
  step 2140/7474  safe=0.1386  ft=0.5149  model_loss_ema=0.1495  sel_loss=1.0845
  step 2150/7474  safe=0.0923  ft=0.3670  model_loss_ema=0.1540  sel_loss=0.7773
  step 2160/7474  safe=0.1717  ft=0.4198  model_loss_ema=0.1556  sel_loss=0.8939
  step 2170/7474  safe=0.0789  ft=0.4407  model_loss_ema=0.1504  sel_loss=0.9437
  step 2180/7474  safe=0.0116  ft=0.4737  model_loss_ema=0.1588  sel_loss=1.0200
  step 2190/7474  safe=0.0438  ft=0.4681  model_loss_ema=0.1427  sel_loss=1.0136
  step 2200/7474  safe=0.0873  ft=0.5604  model_loss_ema=0.1463  sel_loss=1.2200
  step 2210/7474  safe=0.0809  ft=0.1337  model_loss_ema=0.1522  sel_loss=0.2926
  step 2220/7474  safe=0.0247  ft=0.2439  model_loss_ema=0.1547  sel_loss=0.5369
  step 2230/7474  safe=0.0543  ft=0.4724  model_loss_ema=0.1613  sel_loss=1.0457
  step 2240/7474  safe=0.0109  ft=0.2942  model_loss_ema=0.1596  sel_loss=0.6549
  step 2250/7474  safe=0.1116  ft=0.5148  model_loss_ema=0.1591  sel_loss=1.1524
  step 2260/7474  safe=0.0392  ft=0.4550  model_loss_ema=0.1557  sel_loss=1.0243
  step 2270/7474  safe=0.1000  ft=0.3069  model_loss_ema=0.1550  sel_loss=0.6948
  step 2280/7474  safe=0.0710  ft=0.3636  model_loss_ema=0.1438  sel_loss=0.8278
  step 2290/7474  safe=0.1178  ft=0.2942  model_loss_ema=0.1447  sel_loss=0.6735
  step 2300/7474  safe=0.0334  ft=0.1754  model_loss_ema=0.1391  sel_loss=0.4039
  step 2310/7474  safe=0.0432  ft=0.2062  model_loss_ema=0.1476  sel_loss=0.4775
  step 2320/7474  safe=0.0614  ft=0.6343  model_loss_ema=0.1558  sel_loss=1.4773
  step 2330/7474  safe=0.0662  ft=0.2834  model_loss_ema=0.1644  sel_loss=0.6641
  step 2340/7474  safe=0.0367  ft=0.2552  model_loss_ema=0.1694  sel_loss=0.6018
  step 2350/7474  safe=0.0750  ft=0.3477  model_loss_ema=0.1631  sel_loss=0.8248
  step 2360/7474  safe=1.1847  ft=0.5305  model_loss_ema=0.2080  sel_loss=1.2656
  step 2370/7474  safe=0.1508  ft=0.5281  model_loss_ema=0.1930  sel_loss=1.2674
  step 2380/7474  safe=0.1988  ft=0.2589  model_loss_ema=0.1733  sel_loss=0.6251
