════════════════════════════════════════════════════════════════
 Revision 실험 계획
   repo      : /home/edgeai_lab/Safety-WaRP-LLM
   python    : /home/edgeai_lab/miniconda3/envs/hb/bin/python
   safety    : cb
   models    : llama2_13b
   methods   : seal wsr_lora
   tasks     : <모델별 자동>
   eff.batch : 16   epochs: 3   max_len: 1024   seed: 42
   full-param: lr=5e-5 wd=0.01 warmup=0.1
   lora      : r=16 a=32 drop=0.05 wd=0.0 warmup=0.03
               lr=3e-4 (gsm8k/math/medqa/arc) · 7e-5 (agnews)
   out       : /home/edgeai_lab/Safety-WaRP-LLM/outputs/revision
   hf        : kmseong  (업로드 후 로컬 삭제=1, basis 삭제=1)
════════════════════════════════════════════════════════════════

  SEAL top-p     : 0.8 (top80)
  selector epochs: 2
  S2 (full-param): lr=5e-5 wd=0.01 warmup=0.1 epochs=3
  selector ckpt  : /home/edgeai_lab/Safety-WaRP-LLM/seal/ckpt/revision

──────────────────────────────────────────────────────────────
  seal-S1 selector  cb/llama2_13b/gsm8k  batch=2   (08-31 23:47:20)
──────────────────────────────────────────────────────────────
`torch_dtype` is deprecated! Use `dtype` instead!
[selector] loading model: wvnvwn/llama-2-13b-chat-hf-SSFT-lr5e-5
Loading checkpoint shards:   0%|          | 0/6 [00:00<?, ?it/s]Loading checkpoint shards:  17%|█▋        | 1/6 [00:00<00:01,  3.00it/s]Loading checkpoint shards:  33%|███▎      | 2/6 [00:00<00:01,  3.29it/s]Loading checkpoint shards:  50%|█████     | 3/6 [00:00<00:00,  3.39it/s]Loading checkpoint shards:  67%|██████▋   | 4/6 [00:01<00:00,  3.24it/s]Loading checkpoint shards:  83%|████████▎ | 5/6 [00:01<00:00,  3.17it/s]Loading checkpoint shards: 100%|██████████| 6/6 [00:01<00:00,  3.64it/s]
trainable params: 43,909,120 || all params: 13,059,773,440 || trainable%: 0.3362
[selector] building datasets ...
Map:   0%|          | 0/7473 [00:00<?, ? examples/s]Map: 100%|██████████| 7473/7473 [00:00<00:00, 98715.77 examples/s]
[selector] safe=4994  downstream=7473

[selector] epoch 0  ul_weight=0.900
  step 10/7474  safe=0.2155  ft=1.5149  model_loss_ema=0.2237  sel_loss=1.5152
  step 350/7474  safe=0.0400  ft=0.5857  model_loss_ema=0.1198  sel_loss=0.6278
  step 360/7474  safe=0.0698  ft=0.3778  model_loss_ema=0.1179  sel_loss=0.4061
  step 370/7474  safe=0.0367  ft=0.6743  model_loss_ema=0.1173  sel_loss=0.7268
  step 380/7474  safe=0.1853  ft=0.8507  model_loss_ema=0.1328  sel_loss=0.9196
  step 390/7474  safe=0.0121  ft=0.4952  model_loss_ema=0.1256  sel_loss=0.5369
  step 400/7474  safe=0.0895  ft=0.3925  model_loss_ema=0.1265  sel_loss=0.4268
  step 410/7474  safe=0.0307  ft=0.7073  model_loss_ema=0.1107  sel_loss=0.7712
  step 420/7474  safe=0.1035  ft=0.4940  model_loss_ema=0.1099  sel_loss=0.5402
  step 430/7474  safe=0.0452  ft=0.8302  model_loss_ema=0.1112  sel_loss=0.9106
  step 440/7474  safe=0.0196  ft=0.5007  model_loss_ema=0.1120  sel_loss=0.5509
  step 450/7474  safe=0.0209  ft=0.4611  model_loss_ema=0.1131  sel_loss=0.5088
  step 460/7474  safe=0.0209  ft=0.2713  model_loss_ema=0.1060  sel_loss=0.3002
  step 470/7474  safe=0.1471  ft=0.6206  model_loss_ema=0.1067  sel_loss=0.6887
  step 480/7474  safe=0.0257  ft=0.4221  model_loss_ema=0.1004  sel_loss=0.4698
  step 490/7474  safe=0.0249  ft=0.6966  model_loss_ema=0.1110  sel_loss=0.7776
  step 500/7474  safe=0.0981  ft=0.3511  model_loss_ema=0.1082  sel_loss=0.3930
  step 510/7474  safe=0.0326  ft=0.4749  model_loss_ema=0.1146  sel_loss=0.5331
  step 520/7474  safe=0.0098  ft=0.6310  model_loss_ema=0.1025  sel_loss=0.7104
  step 530/7474  safe=0.0299  ft=0.4405  model_loss_ema=0.1087  sel_loss=0.4975
  step 540/7474  safe=0.0783  ft=0.5711  model_loss_ema=0.1128  sel_loss=0.6468
  step 550/7474  safe=0.0800  ft=0.4139  model_loss_ema=0.1095  sel_loss=0.4702
  step 560/7474  safe=0.0097  ft=0.6982  model_loss_ema=0.1016  sel_loss=0.7954
  step 570/7474  safe=0.0285  ft=0.6503  model_loss_ema=0.1100  sel_loss=0.7431
  step 580/7474  safe=0.0304  ft=0.4620  model_loss_ema=0.1028  sel_loss=0.5295
  step 590/7474  safe=0.1654  ft=0.9572  model_loss_ema=0.1091  sel_loss=1.1005
  step 600/7474  safe=0.0235  ft=0.6017  model_loss_ema=0.1053  sel_loss=0.6939
  step 610/7474  safe=0.0170  ft=0.2695  model_loss_ema=0.1042  sel_loss=0.3117
  step 620/7474  safe=0.0370  ft=0.5521  model_loss_ema=0.1137  sel_loss=0.6405
  step 630/7474  safe=0.0186  ft=0.3406  model_loss_ema=0.1035  sel_loss=0.3963
  step 640/7474  safe=0.0300  ft=0.4694  model_loss_ema=0.1059  sel_loss=0.5478
  step 650/7474  safe=0.0173  ft=0.5976  model_loss_ema=0.0981  sel_loss=0.6995
  step 660/7474  safe=0.0756  ft=0.4413  model_loss_ema=0.1102  sel_loss=0.5181
  step 670/7474  safe=0.0166  ft=0.4996  model_loss_ema=0.1140  sel_loss=0.5883
  step 680/7474  safe=0.1354  ft=0.4468  model_loss_ema=0.1173  sel_loss=0.5279
  step 690/7474  safe=0.0536  ft=0.5852  model_loss_ema=0.1094  sel_loss=0.6935
  step 700/7474  safe=0.0765  ft=0.4530  model_loss_ema=0.1145  sel_loss=0.5384
  step 710/7474  safe=0.0403  ft=0.2782  model_loss_ema=0.1118  sel_loss=0.3316
  step 720/7474  safe=0.0216  ft=0.3421  model_loss_ema=0.1165  sel_loss=0.4092
  step 730/7474  safe=0.0196  ft=0.4543  model_loss_ema=0.1167  sel_loss=0.5450
  step 740/7474  safe=0.0504  ft=0.5968  model_loss_ema=0.1120  sel_loss=0.7181
  step 750/7474  safe=0.0087  ft=0.4500  model_loss_ema=0.1034  sel_loss=0.5432
  step 760/7474  safe=0.0248  ft=0.7223  model_loss_ema=0.1054  sel_loss=0.8746
  step 770/7474  safe=0.0348  ft=0.4617  model_loss_ema=0.1032  sel_loss=0.5608
  step 780/7474  safe=0.0097  ft=0.4879  model_loss_ema=0.0990  sel_loss=0.5946
  step 790/7474  safe=0.1360  ft=0.4588  model_loss_ema=0.1089  sel_loss=0.5609
  step 800/7474  safe=0.0588  ft=0.3244  model_loss_ema=0.1149  sel_loss=0.3979
  step 810/7474  safe=0.0799  ft=0.7062  model_loss_ema=0.1122  sel_loss=0.8688
  step 820/7474  safe=0.0766  ft=0.3911  model_loss_ema=0.1178  sel_loss=0.4827
  step 830/7474  safe=0.0181  ft=0.6179  model_loss_ema=0.1137  sel_loss=0.7648
  step 840/7474  safe=0.0075  ft=0.7602  model_loss_ema=0.1082  sel_loss=0.9440
  step 850/7474  safe=0.0234  ft=0.5753  model_loss_ema=0.1156  sel_loss=0.7167
  step 860/7474  safe=0.0070  ft=0.6341  model_loss_ema=0.1240  sel_loss=0.7926
  step 870/7474  safe=0.0858  ft=0.6394  model_loss_ema=0.1138  sel_loss=0.8018
  step 880/7474  safe=0.1162  ft=0.5221  model_loss_ema=0.1109  sel_loss=0.6568
  step 890/7474  safe=0.0302  ft=0.6039  model_loss_ema=0.1072  sel_loss=0.7621
  step 900/7474  safe=0.1074  ft=0.5247  model_loss_ema=0.1124  sel_loss=0.6644
  step 910/7474  safe=0.0267  ft=0.5840  model_loss_ema=0.1128  sel_loss=0.7418
  step 920/7474  safe=0.0102  ft=0.4311  model_loss_ema=0.0998  sel_loss=0.5494
  step 930/7474  safe=0.0847  ft=0.2289  model_loss_ema=0.1080  sel_loss=0.2927
  step 940/7474  safe=0.0066  ft=0.3900  model_loss_ema=0.1050  sel_loss=0.5004
  step 950/7474  safe=0.0468  ft=0.3931  model_loss_ema=0.1175  sel_loss=0.5060
  step 960/7474  safe=0.1166  ft=0.8408  model_loss_ema=0.1268  sel_loss=1.0857
  step 970/7474  safe=0.0049  ft=0.6500  model_loss_ema=0.1159  sel_loss=0.8422
  step 980/7474  safe=0.0578  ft=0.5037  model_loss_ema=0.1107  sel_loss=0.6547
  step 990/7474  safe=0.0186  ft=0.5056  model_loss_ema=0.1078  sel_loss=0.6595
  step 1000/7474  safe=0.0169  ft=0.4482  model_loss_ema=0.1122  sel_loss=0.5865
  step 1010/7474  safe=0.0835  ft=0.4605  model_loss_ema=0.1174  sel_loss=0.6047
  step 1020/7474  safe=0.0826  ft=0.5627  model_loss_ema=0.1163  sel_loss=0.7414
  step 1030/7474  safe=0.0304  ft=0.4524  model_loss_ema=0.1078  sel_loss=0.5982
  step 1040/7474  safe=0.0617  ft=0.2654  model_loss_ema=0.1179  sel_loss=0.3522
  step 1050/7474  safe=0.1339  ft=0.2114  model_loss_ema=0.1120  sel_loss=0.2815
  step 1060/7474  safe=0.0101  ft=0.5192  model_loss_ema=0.1215  sel_loss=0.6938
  step 1070/7474  safe=0.0861  ft=0.6077  model_loss_ema=0.1167  sel_loss=0.8147
  step 1080/7474  safe=0.0292  ft=0.6154  model_loss_ema=0.1089  sel_loss=0.8278
  step 1090/7474  safe=0.0405  ft=0.4482  model_loss_ema=0.1031  sel_loss=0.6049
  step 1100/7474  safe=0.0596  ft=0.7127  model_loss_ema=0.1143  sel_loss=0.9653
  step 1110/7474  safe=0.0295  ft=0.3676  model_loss_ema=0.1126  sel_loss=0.4997
  step 1120/7474  safe=0.0096  ft=0.3891  model_loss_ema=0.1173  sel_loss=0.5308
  step 1130/7474  safe=0.1278  ft=0.2766  model_loss_ema=0.1188  sel_loss=0.3786
  step 1140/7474  safe=0.0305  ft=0.4800  model_loss_ema=0.1220  sel_loss=0.6593
  step 1150/7474  safe=0.0544  ft=0.3561  model_loss_ema=0.1295  sel_loss=0.4909
  step 1160/7474  safe=0.0242  ft=0.4732  model_loss_ema=0.1190  sel_loss=0.6545
  step 1170/7474  safe=0.0499  ft=0.6254  model_loss_ema=0.1241  sel_loss=0.8682
  step 1180/7474  safe=0.0483  ft=0.5055  model_loss_ema=0.1263  sel_loss=0.7043
  step 1190/7474  safe=0.0718  ft=0.3897  model_loss_ema=0.1214  sel_loss=0.5448
  step 1200/7474  safe=0.0164  ft=0.2331  model_loss_ema=0.1205  sel_loss=0.3271
  step 1210/7474  safe=0.0185  ft=0.5501  model_loss_ema=0.1194  sel_loss=0.7745
  step 1220/7474  safe=0.1109  ft=0.4538  model_loss_ema=0.1132  sel_loss=0.6413
  step 1230/7474  safe=0.0128  ft=0.3920  model_loss_ema=0.1128  sel_loss=0.5560
  step 1240/7474  safe=0.1947  ft=0.3786  model_loss_ema=0.1193  sel_loss=0.5390
  step 1250/7474  safe=0.0411  ft=0.4775  model_loss_ema=0.1136  sel_loss=0.6822
  step 1260/7474  safe=0.0371  ft=0.3506  model_loss_ema=0.1108  sel_loss=0.5028
  step 1270/7474  safe=0.0079  ft=0.4900  model_loss_ema=0.1058  sel_loss=0.7054
  step 1280/7474  safe=0.0106  ft=0.3497  model_loss_ema=0.1117  sel_loss=0.5053
  step 1290/7474  safe=0.0300  ft=0.2054  model_loss_ema=0.1092  sel_loss=0.2978
  step 1300/7474  safe=0.0865  ft=0.7793  model_loss_ema=0.1133  sel_loss=1.1342
  step 1310/7474  safe=0.0503  ft=0.5360  model_loss_ema=0.1289  sel_loss=0.7831
  step 1320/7474  safe=0.0135  ft=0.4415  model_loss_ema=0.1180  sel_loss=0.6475
  step 1330/7474  safe=0.0086  ft=0.6357  model_loss_ema=0.1123  sel_loss=0.9359
  step 1340/7474  safe=0.0518  ft=0.7597  model_loss_ema=0.1128  sel_loss=1.1223
  step 1350/7474  safe=0.0208  ft=0.3424  model_loss_ema=0.1078  sel_loss=0.5078
  step 1360/7474  safe=0.0372  ft=0.6506  model_loss_ema=0.1186  sel_loss=0.9685
  step 1370/7474  safe=0.0042  ft=0.6200  model_loss_ema=0.1153  sel_loss=0.9266
  step 1380/7474  safe=0.0237  ft=0.3758  model_loss_ema=0.1083  sel_loss=0.5637
  step 1390/7474  safe=0.0423  ft=0.4706  model_loss_ema=0.1165  sel_loss=0.7087
  step 1400/7474  safe=0.0095  ft=0.2292  model_loss_ema=0.1179  sel_loss=0.3465
  step 1410/7474  safe=0.0241  ft=0.4156  model_loss_ema=0.1128  sel_loss=0.6307
  step 1420/7474  safe=0.0324  ft=0.4439  model_loss_ema=0.1194  sel_loss=0.6763
  step 1430/7474  safe=0.0258  ft=0.5604  model_loss_ema=0.1156  sel_loss=0.8573
  step 1440/7474  safe=0.0609  ft=0.5946  model_loss_ema=0.1206  sel_loss=0.9131
  step 1450/7474  safe=0.0494  ft=0.4405  model_loss_ema=0.1153  sel_loss=0.6791
  step 1460/7474  safe=0.0984  ft=0.3500  model_loss_ema=0.1170  sel_loss=0.5418
  step 1470/7474  safe=0.0166  ft=0.3011  model_loss_ema=0.1174  sel_loss=0.4679
  step 1480/7474  safe=0.0089  ft=0.3586  model_loss_ema=0.1047  sel_loss=0.5595
  step 1490/7474  safe=0.0406  ft=0.5396  model_loss_ema=0.1113  sel_loss=0.8451
  step 1500/7474  safe=0.0639  ft=0.3218  model_loss_ema=0.1069  sel_loss=0.5062
  step 1510/7474  safe=0.0470  ft=0.4629  model_loss_ema=0.1103  sel_loss=0.7311
  step 1520/7474  safe=0.0177  ft=0.4147  model_loss_ema=0.1118  sel_loss=0.6576
  step 1530/7474  safe=0.1041  ft=0.4339  model_loss_ema=0.1261  sel_loss=0.6908
  step 1540/7474  safe=0.2120  ft=0.1967  model_loss_ema=0.1462  sel_loss=0.3145
  step 1550/7474  safe=0.0674  ft=0.4555  model_loss_ema=0.1335  sel_loss=0.7312
  step 1560/7474  safe=0.2033  ft=0.4094  model_loss_ema=0.1308  sel_loss=0.6599
  step 1570/7474  safe=0.0122  ft=0.4017  model_loss_ema=0.1419  sel_loss=0.6503
  step 1580/7474  safe=0.0133  ft=0.6890  model_loss_ema=0.1298  sel_loss=1.1197
  step 1590/7474  safe=0.0319  ft=0.3356  model_loss_ema=0.1140  sel_loss=0.5476
  step 1600/7474  safe=0.0328  ft=0.4533  model_loss_ema=0.1118  sel_loss=0.7426
  step 1610/7474  safe=0.0696  ft=0.5299  model_loss_ema=0.1122  sel_loss=0.8719
  step 1620/7474  safe=0.0962  ft=0.3592  model_loss_ema=0.1134  sel_loss=0.5935
  step 1630/7474  safe=0.0124  ft=0.5126  model_loss_ema=0.1142  sel_loss=0.8506
  step 1640/7474  safe=0.0180  ft=0.4338  model_loss_ema=0.1195  sel_loss=0.7230
  step 1650/7474  safe=0.0500  ft=0.4412  model_loss_ema=0.1120  sel_loss=0.7384
  step 1660/7474  safe=0.0077  ft=0.6275  model_loss_ema=0.1154  sel_loss=1.0547
  step 1670/7474  safe=0.0842  ft=0.5150  model_loss_ema=0.1119  sel_loss=0.8694
  step 1680/7474  safe=0.1092  ft=0.4186  model_loss_ema=0.1143  sel_loss=0.7097
  step 1690/7474  safe=0.0422  ft=0.2942  model_loss_ema=0.1268  sel_loss=0.5009
  step 1700/7474  safe=0.0082  ft=0.7494  model_loss_ema=0.1208  sel_loss=1.2812
  step 1710/7474  safe=0.0159  ft=0.3309  model_loss_ema=0.1222  sel_loss=0.5683
  step 1720/7474  safe=0.0689  ft=0.4520  model_loss_ema=0.1321  sel_loss=0.7796
  step 1730/7474  safe=0.0713  ft=0.3232  model_loss_ema=0.1252  sel_loss=0.5599
  step 1740/7474  safe=0.0042  ft=0.4695  model_loss_ema=0.1541  sel_loss=0.8171
  step 1750/7474  safe=0.0616  ft=0.5556  model_loss_ema=0.1471  sel_loss=0.9713
  step 1760/7474  safe=0.0812  ft=1.0311  model_loss_ema=0.1480  sel_loss=1.8103
  step 1770/7474  safe=0.1273  ft=0.5619  model_loss_ema=0.1487  sel_loss=0.9910
  step 1780/7474  safe=0.0453  ft=0.2597  model_loss_ema=0.1377  sel_loss=0.4601
  step 1790/7474  safe=0.0086  ft=0.3716  model_loss_ema=0.1326  sel_loss=0.6611
  step 1800/7474  safe=0.0663  ft=0.3705  model_loss_ema=0.1227  sel_loss=0.6620
  step 1810/7474  safe=0.0392  ft=0.4062  model_loss_ema=0.1215  sel_loss=0.7291
  step 1820/7474  safe=0.0182  ft=0.2698  model_loss_ema=0.1267  sel_loss=0.4866
  step 1830/7474  safe=0.0304  ft=0.3130  model_loss_ema=0.1501  sel_loss=0.5671
  step 1840/7474  safe=0.2364  ft=0.4747  model_loss_ema=0.1422  sel_loss=0.8642
  step 1850/7474  safe=0.0493  ft=0.2285  model_loss_ema=0.1482  sel_loss=0.4179
  step 1860/7474  safe=0.0193  ft=0.6625  model_loss_ema=0.1525  sel_loss=1.2173
  step 1870/7474  safe=0.0615  ft=0.2691  model_loss_ema=0.1475  sel_loss=0.4968
  step 1880/7474  safe=0.0305  ft=0.5503  model_loss_ema=0.1460  sel_loss=1.0208
  step 1890/7474  safe=0.0780  ft=0.3914  model_loss_ema=0.1413  sel_loss=0.7295
  step 1900/7474  safe=0.0219  ft=0.4513  model_loss_ema=0.1272  sel_loss=0.8452
  step 1910/7474  safe=0.0855  ft=0.3773  model_loss_ema=0.1222  sel_loss=0.7099
  step 1920/7474  safe=0.0094  ft=0.3609  model_loss_ema=0.1345  sel_loss=0.6823
  step 1930/7474  safe=0.0360  ft=0.4458  model_loss_ema=0.1314  sel_loss=0.8468
  step 1940/7474  safe=0.0212  ft=0.5456  model_loss_ema=0.1257  sel_loss=1.0414
  step 1950/7474  safe=0.0128  ft=0.4009  model_loss_ema=0.1244  sel_loss=0.7689
  step 1960/7474  safe=0.0235  ft=0.4366  model_loss_ema=0.1311  sel_loss=0.8417
  step 1970/7474  safe=0.0126  ft=0.2335  model_loss_ema=0.1297  sel_loss=0.4523
  step 1980/7474  safe=0.0567  ft=0.2292  model_loss_ema=0.1400  sel_loss=0.4462
  step 1990/7474  safe=0.0376  ft=0.2729  model_loss_ema=0.1296  sel_loss=0.5336
  step 2000/7474  safe=0.0273  ft=0.6658  model_loss_ema=0.1438  sel_loss=1.3086
  step 2010/7474  safe=0.0457  ft=0.2442  model_loss_ema=0.1336  sel_loss=0.4822
  step 2020/7474  safe=0.0037  ft=0.1538  model_loss_ema=0.1325  sel_loss=0.3052
  step 2030/7474  safe=0.0697  ft=0.4759  model_loss_ema=0.1331  sel_loss=0.9490
  step 2040/7474  safe=0.0278  ft=0.5237  model_loss_ema=0.1364  sel_loss=1.0496
  step 2050/7474  safe=0.0802  ft=0.3609  model_loss_ema=0.1235  sel_loss=0.7269
  step 2060/7474  safe=0.0239  ft=0.4828  model_loss_ema=0.1218  sel_loss=0.9774
  step 2070/7474  safe=0.1025  ft=0.3526  model_loss_ema=0.1229  sel_loss=0.7174
  step 2080/7474  safe=0.0729  ft=0.3561  model_loss_ema=0.1299  sel_loss=0.7283
  step 2090/7474  safe=0.0163  ft=0.5716  model_loss_ema=0.1468  sel_loss=1.1755
  step 2100/7474  safe=0.0591  ft=0.4621  model_loss_ema=0.1502  sel_loss=0.9556
  step 2110/7474  safe=0.0281  ft=0.3501  model_loss_ema=0.1427  sel_loss=0.7279
  step 2120/7474  safe=0.0622  ft=0.4170  model_loss_ema=0.1338  sel_loss=0.8715
  step 2130/7474  safe=0.0436  ft=0.4950  model_loss_ema=0.1323  sel_loss=1.0399
  step 2140/7474  safe=0.0265  ft=0.3595  model_loss_ema=0.1323  sel_loss=0.7593
  step 2150/7474  safe=0.0167  ft=0.4857  model_loss_ema=0.1258  sel_loss=1.0313
  step 2160/7474  safe=0.0781  ft=0.4742  model_loss_ema=0.1332  sel_loss=1.0124
  step 2170/7474  safe=0.0146  ft=0.7421  model_loss_ema=0.1357  sel_loss=1.5932
  step 2180/7474  safe=0.0748  ft=0.4072  model_loss_ema=0.1356  sel_loss=0.8791
  step 2190/7474  safe=0.0867  ft=0.5609  model_loss_ema=0.1615  sel_loss=1.2179
  step 2200/7474  safe=0.2161  ft=0.3497  model_loss_ema=0.1577  sel_loss=0.7636
  step 2210/7474  safe=0.0175  ft=0.3106  model_loss_ema=0.1430  sel_loss=0.6820
  step 2220/7474  safe=0.0485  ft=0.4997  model_loss_ema=0.1344  sel_loss=1.1029
  step 2230/7474  safe=0.0339  ft=0.3835  model_loss_ema=0.1479  sel_loss=0.8513
  step 2240/7474  safe=0.0160  ft=0.2305  model_loss_ema=0.1427  sel_loss=0.5145
  step 2250/7474  safe=0.0388  ft=0.2509  model_loss_ema=0.1373  sel_loss=0.5632
  step 2260/7474  safe=0.0236  ft=0.3774  model_loss_ema=0.1432  sel_loss=0.8519
  step 2270/7474  safe=0.0982  ft=0.2245  model_loss_ema=0.1445  sel_loss=0.5095
  step 2280/7474  safe=0.1195  ft=0.5036  model_loss_ema=0.1483  sel_loss=1.1500
  step 2290/7474  safe=0.0131  ft=0.6604  model_loss_ema=0.1562  sel_loss=1.5168
  step 2300/7474  safe=0.1049  ft=0.2013  model_loss_ema=0.1525  sel_loss=0.4651
  step 2310/7474  safe=0.0598  ft=0.4185  model_loss_ema=0.1605  sel_loss=0.9727
  step 2320/7474  safe=0.0057  ft=0.3811  model_loss_ema=0.1503  sel_loss=0.8911
  step 2330/7474  safe=0.0832  ft=0.5798  model_loss_ema=0.1483  sel_loss=1.3634
  step 2340/7474  safe=0.0709  ft=0.5673  model_loss_ema=0.1539  sel_loss=1.3420
  step 2350/7474  safe=0.0098  ft=0.4113  model_loss_ema=0.1605  sel_loss=0.9791
  step 2360/7474  safe=0.1364  ft=0.4736  model_loss_ema=0.1723  sel_loss=1.1342
  step 2370/7474  safe=0.0357  ft=0.4187  model_loss_ema=0.1756  sel_loss=1.0087
  step 2380/7474  safe=0.0221  ft=0.6369  model_loss_ema=0.1591  sel_loss=1.5434
  step 2390/7474  safe=0.0860  ft=0.3405  model_loss_ema=0.1550  sel_loss=0.8301
  step 2400/7474  safe=0.0054  ft=0.5234  model_loss_ema=0.1553  sel_loss=1.2841
  step 2410/7474  safe=0.0690  ft=0.4412  model_loss_ema=0.1585  sel_loss=1.0893
  step 2420/7474  safe=0.0452  ft=0.4924  model_loss_ema=0.1567  sel_loss=1.2235
  step 2430/7474  safe=0.0361  ft=0.3548  model_loss_ema=0.1478  sel_loss=0.8871
