════════════════════════════════════════════════════════════════
 Revision 실험 계획
   repo      : /NHNHOME/NHNHOME/26msit001_A/BASE/edge_ai_lab/minseong/Safety-WaRP-LLM
   python    : /NHNHOME/NHNHOME/26msit001_A/BASE/edge_ai_lab/minseong/miniconda3/envs/hb/bin/python
   safety    : cb
   models    : llama2_7b
   methods   : seal
   tasks     : medqa arc
   eff.batch : 16   epochs: 3   max_len: 1024   seed: 42
   full-param: lr=5e-5 wd=0.01 warmup=0.1
   lora      : r=16 a=16 drop=0.05 wd=0.0 warmup=0.03
               lr=3e-4 (gsm8k/math/medqa/arc) · 7e-5 (agnews)
   out       : /NHNHOME/NHNHOME/26msit001_A/BASE/edge_ai_lab/minseong/Safety-WaRP-LLM/outputs/revision_qa_a16
   hf        : kmseong  (업로드 후 로컬 삭제=0, basis 삭제=1)
════════════════════════════════════════════════════════════════

  SEAL top-p     : 0.8 (top80)
  selector epochs: 2
  S2 (full-param): lr=5e-5 wd=0.01 warmup=0.1 epochs=3
  selector ckpt  : /NHNHOME/NHNHOME/26msit001_A/BASE/edge_ai_lab/minseong/Safety-WaRP-LLM/seal/ckpt/revision

──────────────────────────────────────────────────────────────
  seal-S1 selector  cb/llama2_7b/medqa  batch=4   (09-07 21:53:15)
──────────────────────────────────────────────────────────────
`torch_dtype` is deprecated! Use `dtype` instead!
[selector] loading model: kmseong/llama2_7b-chat-Safety-FT-lr5e-5
Loading checkpoint shards:   0%|          | 0/3 [00:00<?, ?it/s]Loading checkpoint shards:  33%|███▎      | 1/3 [00:00<00:00,  3.08it/s]Loading checkpoint shards:  67%|██████▋   | 2/3 [00:00<00:00,  3.40it/s]Loading checkpoint shards: 100%|██████████| 3/3 [00:00<00:00,  3.71it/s]Loading checkpoint shards: 100%|██████████| 3/3 [00:00<00:00,  3.58it/s]
trainable params: 28,049,408 || all params: 6,766,465,024 || trainable%: 0.4145
[selector] building datasets ...
Map:   0%|          | 0/10178 [00:00<?, ? examples/s]Map:  97%|█████████▋| 9920/10178 [00:00<00:00, 98785.34 examples/s]Map: 100%|██████████| 10178/10178 [00:00<00:00, 95421.83 examples/s]
[selector] safe=4994  downstream=10178

[selector] epoch 0  ul_weight=0.900
  step 10/5090  safe=0.0649  ft=1.0501  model_loss_ema=0.1377  sel_loss=1.0503
  step 1570/5090  safe=0.0380  ft=0.1283  model_loss_ema=0.0829  sel_loss=0.2880
  step 1580/5090  safe=0.0508  ft=0.1325  model_loss_ema=0.0826  sel_loss=0.2999
  step 1590/5090  safe=0.0699  ft=0.1267  model_loss_ema=0.0861  sel_loss=0.2891
  step 1600/5090  safe=0.0268  ft=0.1207  model_loss_ema=0.0910  sel_loss=0.2779
  step 1610/5090  safe=0.0716  ft=0.1528  model_loss_ema=0.0874  sel_loss=0.3547
  step 1620/5090  safe=0.0276  ft=0.1114  model_loss_ema=0.0866  sel_loss=0.2609
  step 1630/5090  safe=0.0721  ft=0.1515  model_loss_ema=0.0956  sel_loss=0.3578
  step 1640/5090  safe=0.0291  ft=0.0741  model_loss_ema=0.0872  sel_loss=0.1765
  step 1650/5090  safe=0.0492  ft=0.1387  model_loss_ema=0.0870  sel_loss=0.3333
  step 1660/5090  safe=0.0751  ft=0.2187  model_loss_ema=0.0947  sel_loss=0.5302
  step 1670/5090  safe=0.0503  ft=0.1137  model_loss_ema=0.0869  sel_loss=0.2782
  step 1680/5090  safe=0.0393  ft=0.1307  model_loss_ema=0.0784  sel_loss=0.3227
  step 1690/5090  safe=0.0627  ft=0.1293  model_loss_ema=0.0912  sel_loss=0.3220
  step 1700/5090  safe=0.0338  ft=0.0748  model_loss_ema=0.0897  sel_loss=0.1880
  step 1710/5090  safe=0.0834  ft=0.1216  model_loss_ema=0.0920  sel_loss=0.3085
  step 1720/5090  safe=0.2118  ft=0.0990  model_loss_ema=0.1054  sel_loss=0.2535
  step 1730/5090  safe=0.0776  ft=0.1655  model_loss_ema=0.1011  sel_loss=0.4276
  step 1740/5090  safe=0.1098  ft=0.1447  model_loss_ema=0.0945  sel_loss=0.3774
  step 1750/5090  safe=0.0799  ft=0.1294  model_loss_ema=0.0917  sel_loss=0.3409
  step 1760/5090  safe=0.0796  ft=0.0971  model_loss_ema=0.0871  sel_loss=0.2582
  step 1770/5090  safe=0.0140  ft=0.1615  model_loss_ema=0.0884  sel_loss=0.4336
  step 1780/5090  safe=0.0801  ft=0.1735  model_loss_ema=0.0908  sel_loss=0.4704
  step 1790/5090  safe=0.0717  ft=0.1077  model_loss_ema=0.0950  sel_loss=0.2949
  step 1800/5090  safe=0.0786  ft=0.1582  model_loss_ema=0.0890  sel_loss=0.4378
  step 1810/5090  safe=0.0144  ft=0.1662  model_loss_ema=0.0874  sel_loss=0.4646
  step 1820/5090  safe=0.1175  ft=0.1834  model_loss_ema=0.0966  sel_loss=0.5180
  step 1830/5090  safe=0.0741  ft=0.1279  model_loss_ema=0.0880  sel_loss=0.3649
  step 1840/5090  safe=0.1718  ft=0.1060  model_loss_ema=0.0969  sel_loss=0.3055
  step 1850/5090  safe=0.0498  ft=0.1565  model_loss_ema=0.0991  sel_loss=0.4559
  step 1860/5090  safe=0.1251  ft=0.0757  model_loss_ema=0.0976  sel_loss=0.2228
  step 1870/5090  safe=0.0470  ft=0.1414  model_loss_ema=0.0966  sel_loss=0.4208
  step 1880/5090  safe=0.1292  ft=0.1078  model_loss_ema=0.0973  sel_loss=0.3243
  step 1890/5090  safe=0.0168  ft=0.1175  model_loss_ema=0.0988  sel_loss=0.3573
  step 1900/5090  safe=0.0492  ft=0.1473  model_loss_ema=0.1030  sel_loss=0.4529
  step 1910/5090  safe=0.1017  ft=0.1132  model_loss_ema=0.1013  sel_loss=0.3520
  step 1920/5090  safe=0.0594  ft=0.1177  model_loss_ema=0.1002  sel_loss=0.3703
  step 1930/5090  safe=0.0336  ft=0.1677  model_loss_ema=0.1008  sel_loss=0.5336
  step 1940/5090  safe=0.0385  ft=0.1123  model_loss_ema=0.0973  sel_loss=0.3614
  step 1950/5090  safe=0.0500  ft=0.1229  model_loss_ema=0.0981  sel_loss=0.4005
  step 1960/5090  safe=0.0300  ft=0.1287  model_loss_ema=0.0917  sel_loss=0.4242
  step 1970/5090  safe=0.0331  ft=0.1304  model_loss_ema=0.0894  sel_loss=0.4351
  step 1980/5090  safe=0.0525  ft=0.0934  model_loss_ema=0.0914  sel_loss=0.3155
  step 1990/5090  safe=0.0306  ft=0.1218  model_loss_ema=0.0847  sel_loss=0.4163
  step 2000/5090  safe=0.0242  ft=0.1423  model_loss_ema=0.0887  sel_loss=0.4924
  step 2010/5090  safe=0.0758  ft=0.1614  model_loss_ema=0.0946  sel_loss=0.5654
  step 2020/5090  safe=0.0355  ft=0.1107  model_loss_ema=0.0887  sel_loss=0.3929
  step 2030/5090  safe=0.0854  ft=0.1430  model_loss_ema=0.0940  sel_loss=0.5140
  step 2040/5090  safe=0.0604  ft=0.1231  model_loss_ema=0.1007  sel_loss=0.4482
  step 2050/5090  safe=0.0419  ft=0.2821  model_loss_ema=0.1042  sel_loss=1.0410
  step 2060/5090  safe=0.0713  ft=0.0975  model_loss_ema=0.1056  sel_loss=0.3648
  step 2070/5090  safe=0.0534  ft=0.1163  model_loss_ema=0.1046  sel_loss=0.4406
  step 2080/5090  safe=0.0294  ft=0.0824  model_loss_ema=0.1037  sel_loss=0.3166
  step 2090/5090  safe=0.0699  ft=0.1429  model_loss_ema=0.0966  sel_loss=0.5565
  step 2100/5090  safe=0.0867  ft=0.0808  model_loss_ema=0.1002  sel_loss=0.3189
  step 2110/5090  safe=0.0318  ft=0.1517  model_loss_ema=0.0997  sel_loss=0.6075
  step 2120/5090  safe=0.0108  ft=0.1579  model_loss_ema=0.1013  sel_loss=0.6414
  step 2130/5090  safe=0.0486  ft=0.1604  model_loss_ema=0.1035  sel_loss=0.6612
  step 2140/5090  safe=0.0571  ft=0.1301  model_loss_ema=0.1017  sel_loss=0.5446
  step 2150/5090  safe=0.0865  ft=0.1478  model_loss_ema=0.1052  sel_loss=0.6276
  step 2160/5090  safe=0.0335  ft=0.1208  model_loss_ema=0.1053  sel_loss=0.5207
  step 2170/5090  safe=0.1296  ft=0.1125  model_loss_ema=0.1063  sel_loss=0.4926
  step 2180/5090  safe=0.0323  ft=0.1274  model_loss_ema=0.1138  sel_loss=0.5665
  step 2190/5090  safe=0.0613  ft=0.0923  model_loss_ema=0.1091  sel_loss=0.4171
  step 2200/5090  safe=0.0402  ft=0.1431  model_loss_ema=0.1081  sel_loss=0.6575
  step 2210/5090  safe=0.0797  ft=0.1420  model_loss_ema=0.1132  sel_loss=0.6635
  step 2220/5090  safe=0.0327  ft=0.1299  model_loss_ema=0.1127  sel_loss=0.6167
  step 2230/5090  safe=0.0247  ft=0.0891  model_loss_ema=0.1123  sel_loss=0.4301
  step 2240/5090  safe=0.0540  ft=0.1368  model_loss_ema=0.1102  sel_loss=0.6717
  step 2250/5090  safe=0.0860  ft=0.1515  model_loss_ema=0.1177  sel_loss=0.7573
  step 2260/5090  safe=0.0752  ft=0.0722  model_loss_ema=0.1147  sel_loss=0.3673
  step 2270/5090  safe=0.0673  ft=0.1176  model_loss_ema=0.1182  sel_loss=0.6086
  step 2280/5090  safe=0.0395  ft=0.1140  model_loss_ema=0.1216  sel_loss=0.6007
  step 2290/5090  safe=0.1283  ft=0.1424  model_loss_ema=0.1316  sel_loss=0.7651
  step 2300/5090  safe=0.0125  ft=0.1034  model_loss_ema=0.1202  sel_loss=0.5659
  step 2310/5090  safe=0.0466  ft=0.1067  model_loss_ema=0.1231  sel_loss=0.5955
  step 2320/5090  safe=0.0252  ft=0.0815  model_loss_ema=0.1168  sel_loss=0.4637
  step 2330/5090  safe=0.1218  ft=0.0823  model_loss_ema=0.1194  sel_loss=0.4778
  step 2340/5090  safe=0.0465  ft=0.1179  model_loss_ema=0.1167  sel_loss=0.6976
  step 2350/5090  safe=0.0719  ft=0.1314  model_loss_ema=0.1264  sel_loss=0.7939
  step 2360/5090  safe=0.0481  ft=0.1032  model_loss_ema=0.1260  sel_loss=0.6372
  step 2370/5090  safe=0.0379  ft=0.1601  model_loss_ema=0.1340  sel_loss=1.0094
  step 2380/5090  safe=0.0328  ft=0.1272  model_loss_ema=0.1239  sel_loss=0.8202
  step 2390/5090  safe=0.0270  ft=0.1175  model_loss_ema=0.1280  sel_loss=0.7745
  step 2400/5090  safe=0.0248  ft=0.1318  model_loss_ema=0.1325  sel_loss=0.8892
  step 2410/5090  safe=0.0262  ft=0.1384  model_loss_ema=0.1327  sel_loss=0.9562
