════════════════════════════════════════════════════════════════
  Table 7 · Llama-3.1-8B Base × PEFT 7종
    python    : /NHNHOME/26msit001_A/BASE/edge_ai_lab/minseong/miniconda3/envs/hb/bin/python
    HF_HOME   : /NHNHOME/26msit001_A/BASE/edge_ai_lab/minseong/.hf_cache
    출발 모델 : kmseong/Llama-3.1-8B-base-SSFT_lr5e-5
    LoRA      : r=16 alpha=16 lr=3e-4 ep3 eff.batch16
    SEAL      : full-param lr=1e-5 topp=0.8
    LISA ρ    : 1.0   WSR-LoRA ρ : 0.3   SafeLoRA thr : 0.3
    stages    : 21
    log       : /NHNHOME/26msit001_A/BASE/edge_ai_lab/minseong/Safety-WaRP-LLM/logs/revision/llama31_8b_base_20260916_105957.log
════════════════════════════════════════════════════════════════
════════════════════════════════════════════════════════════════
 Revision 실험 계획
   repo      : /NHNHOME/26msit001_A/BASE/edge_ai_lab/minseong/Safety-WaRP-LLM
   python    : /NHNHOME/26msit001_A/BASE/edge_ai_lab/minseong/miniconda3/envs/hb/bin/python
   safety    : cb
   models    : llama31_8b_base
   methods   : seal
   tasks     : gsm8k
   eff.batch : 16   epochs: 3   max_len: 1024   seed: 42
   full-param: lr=1e-5 wd=0.01 warmup=0.1
   lora      : r=16 a=16 drop=0.05 wd=0.0 warmup=0.03
               lr=3e-4 (gsm8k/math/medqa/arc) · 7e-5 (agnews)
   out       : /NHNHOME/26msit001_A/BASE/edge_ai_lab/minseong/Safety-WaRP-LLM/outputs/revision
   hf        : kmseong  (업로드 후 로컬 삭제=0, basis 삭제=0)
════════════════════════════════════════════════════════════════

  SEAL top-p     : 0.8 (top80)
  selector epochs: 2
  S2 (full-param): lr=1e-5 wd=0.01 warmup=0.1 epochs=3
  selector ckpt  : /NHNHOME/26msit001_A/BASE/edge_ai_lab/minseong/Safety-WaRP-LLM/seal/ckpt/revision

──────────────────────────────────────────────────────────────
  seal-S1 selector  cb/llama31_8b_base/gsm8k  batch=4   (09-16 10:59:57)
──────────────────────────────────────────────────────────────
`torch_dtype` is deprecated! Use `dtype` instead!
[selector] loading model: kmseong/Llama-3.1-8B-base-SSFT_lr5e-5
Loading checkpoint shards:   0%|          | 0/4 [00:00<?, ?it/s]Loading checkpoint shards:  25%|██▌       | 1/4 [00:01<00:04,  1.55s/it]Loading checkpoint shards:  50%|█████     | 2/4 [00:03<00:03,  1.57s/it]Loading checkpoint shards:  75%|███████▌  | 3/4 [00:04<00:01,  1.60s/it]Loading checkpoint shards: 100%|██████████| 4/4 [00:05<00:00,  1.14s/it]Loading checkpoint shards: 100%|██████████| 4/4 [00:05<00:00,  1.30s/it]
trainable params: 28,311,552 || all params: 8,058,572,800 || trainable%: 0.3513
[selector] building datasets ...
Map:   0%|          | 0/7473 [00:00<?, ? examples/s]Map: 100%|██████████| 7473/7473 [00:00<00:00, 95525.84 examples/s]
[selector] safe=4994  downstream=7473

[selector] epoch 0  ul_weight=0.900
  step 10/3738  safe=0.6690  ft=2.5795  model_loss_ema=0.8755  sel_loss=2.5803
  step 330/3738  safe=0.0880  ft=0.6224  model_loss_ema=0.1966  sel_loss=0.7113
  step 340/3738  safe=0.1984  ft=0.7351  model_loss_ema=0.1996  sel_loss=0.8450
  step 350/3738  safe=0.0404  ft=0.9959  model_loss_ema=0.2031  sel_loss=1.1516
  step 360/3738  safe=0.0841  ft=1.0505  model_loss_ema=0.1956  sel_loss=1.2220
  step 370/3738  safe=0.1139  ft=0.7653  model_loss_ema=0.1830  sel_loss=0.8957
  step 380/3738  safe=0.0831  ft=0.6362  model_loss_ema=0.1852  sel_loss=0.7492
  step 390/3738  safe=0.0891  ft=0.9031  model_loss_ema=0.1946  sel_loss=1.0701
  step 400/3738  safe=0.0328  ft=1.0219  model_loss_ema=0.1893  sel_loss=1.2184
  step 410/3738  safe=0.0466  ft=0.8355  model_loss_ema=0.1820  sel_loss=1.0025
  step 420/3738  safe=0.0936  ft=1.0105  model_loss_ema=0.1819  sel_loss=1.2202
  step 430/3738  safe=0.0860  ft=0.8204  model_loss_ema=0.1849  sel_loss=0.9969
  step 440/3738  safe=0.0869  ft=0.5788  model_loss_ema=0.1876  sel_loss=0.7078
  step 450/3738  safe=0.1481  ft=1.1399  model_loss_ema=0.1877  sel_loss=1.4029
  step 460/3738  safe=0.0603  ft=0.7228  model_loss_ema=0.1748  sel_loss=0.8953
  step 470/3738  safe=0.0494  ft=0.7906  model_loss_ema=0.1798  sel_loss=0.9856
  step 480/3738  safe=0.1684  ft=0.9018  model_loss_ema=0.1881  sel_loss=1.1318
  step 490/3738  safe=0.0312  ft=0.3098  model_loss_ema=0.1876  sel_loss=0.3914
  step 500/3738  safe=0.1192  ft=0.6448  model_loss_ema=0.1819  sel_loss=0.8199
  step 510/3738  safe=0.0915  ft=0.7364  model_loss_ema=0.1743  sel_loss=0.9424
  step 520/3738  safe=0.1885  ft=0.7233  model_loss_ema=0.1736  sel_loss=0.9317
  step 530/3738  safe=0.0921  ft=0.6392  model_loss_ema=0.1677  sel_loss=0.8290
  step 540/3738  safe=0.1184  ft=0.8857  model_loss_ema=0.1739  sel_loss=1.1565
  step 550/3738  safe=0.0590  ft=0.8897  model_loss_ema=0.1809  sel_loss=1.1696
  step 560/3738  safe=0.0617  ft=0.6068  model_loss_ema=0.1737  sel_loss=0.8032
  step 570/3738  safe=0.1015  ft=0.6760  model_loss_ema=0.1782  sel_loss=0.9010
  step 580/3738  safe=0.1020  ft=0.5979  model_loss_ema=0.1757  sel_loss=0.8024
  step 590/3738  safe=0.0854  ft=0.7009  model_loss_ema=0.1723  sel_loss=0.9471
  step 600/3738  safe=0.0889  ft=0.8390  model_loss_ema=0.1800  sel_loss=1.1414
  step 610/3738  safe=0.0579  ft=0.6811  model_loss_ema=0.1756  sel_loss=0.9332
  step 620/3738  safe=0.0715  ft=0.5750  model_loss_ema=0.1685  sel_loss=0.7932
  step 630/3738  safe=0.0543  ft=0.3821  model_loss_ema=0.1704  sel_loss=0.5308
  step 640/3738  safe=0.1042  ft=0.3543  model_loss_ema=0.1729  sel_loss=0.4958
  step 650/3738  safe=0.0533  ft=0.6018  model_loss_ema=0.1722  sel_loss=0.8482
  step 660/3738  safe=0.0568  ft=0.4475  model_loss_ema=0.1678  sel_loss=0.6352
  step 670/3738  safe=0.0422  ft=0.5995  model_loss_ema=0.1757  sel_loss=0.8570
  step 680/3738  safe=0.0280  ft=0.7792  model_loss_ema=0.1815  sel_loss=1.1221
  step 690/3738  safe=0.0676  ft=0.8370  model_loss_ema=0.1823  sel_loss=1.2145
  step 700/3738  safe=0.0518  ft=0.5534  model_loss_ema=0.1819  sel_loss=0.8091
  step 710/3738  safe=0.0899  ft=0.8090  model_loss_ema=0.1781  sel_loss=1.1915
  step 720/3738  safe=0.0491  ft=0.5767  model_loss_ema=0.1784  sel_loss=0.8556
  step 730/3738  safe=0.0731  ft=0.5354  model_loss_ema=0.1718  sel_loss=0.8003
  step 740/3738  safe=0.0749  ft=0.5804  model_loss_ema=0.1794  sel_loss=0.8741
  step 750/3738  safe=0.1256  ft=0.4577  model_loss_ema=0.1816  sel_loss=0.6947
  step 760/3738  safe=0.1361  ft=0.7970  model_loss_ema=0.1871  sel_loss=1.2190
  step 770/3738  safe=0.0564  ft=0.6149  model_loss_ema=0.1861  sel_loss=0.9479
  step 780/3738  safe=0.1006  ft=0.6961  model_loss_ema=0.1819  sel_loss=1.0815
  step 790/3738  safe=0.0946  ft=0.5221  model_loss_ema=0.1758  sel_loss=0.8175
  step 800/3738  safe=0.1900  ft=0.8195  model_loss_ema=0.1813  sel_loss=1.2935
  step 810/3738  safe=0.0978  ft=0.4852  model_loss_ema=0.1857  sel_loss=0.7720
  step 820/3738  safe=0.0708  ft=0.6820  model_loss_ema=0.1894  sel_loss=1.0940
  step 830/3738  safe=0.1874  ft=0.6236  model_loss_ema=0.2012  sel_loss=1.0085
  step 840/3738  safe=0.1888  ft=0.6711  model_loss_ema=0.1992  sel_loss=1.0943
  step 850/3738  safe=0.1390  ft=0.4963  model_loss_ema=0.1891  sel_loss=0.8157
  step 860/3738  safe=0.0616  ft=0.3727  model_loss_ema=0.1790  sel_loss=0.6176
  step 870/3738  safe=0.1043  ft=0.7454  model_loss_ema=0.1836  sel_loss=1.2452
  step 880/3738  safe=0.0264  ft=0.3885  model_loss_ema=0.1813  sel_loss=0.6546
  step 890/3738  safe=0.0357  ft=0.7735  model_loss_ema=0.1880  sel_loss=1.3142
  step 900/3738  safe=0.1259  ft=0.5617  model_loss_ema=0.1898  sel_loss=0.9628
  step 910/3738  safe=0.0368  ft=0.4887  model_loss_ema=0.1917  sel_loss=0.8450
  step 920/3738  safe=0.0201  ft=0.4165  model_loss_ema=0.1965  sel_loss=0.7263
  step 930/3738  safe=0.1431  ft=0.4462  model_loss_ema=0.2004  sel_loss=0.7847
  step 940/3738  safe=0.0756  ft=0.4554  model_loss_ema=0.1991  sel_loss=0.8081
  step 950/3738  safe=0.0607  ft=0.5082  model_loss_ema=0.2049  sel_loss=0.9099
  step 960/3738  safe=0.1551  ft=0.6027  model_loss_ema=0.2114  sel_loss=1.0885
  step 970/3738  safe=0.0738  ft=0.4861  model_loss_ema=0.1936  sel_loss=0.8859
  step 980/3738  safe=0.0935  ft=0.3830  model_loss_ema=0.1841  sel_loss=0.7043
  step 990/3738  safe=0.0657  ft=0.5766  model_loss_ema=0.1867  sel_loss=1.0701
  step 1000/3738  safe=0.0937  ft=0.6190  model_loss_ema=0.1900  sel_loss=1.1598
  step 1010/3738  safe=0.2405  ft=0.4285  model_loss_ema=0.1904  sel_loss=0.8105
  step 1020/3738  safe=0.0734  ft=0.6530  model_loss_ema=0.1927  sel_loss=1.2467
  step 1030/3738  safe=0.1772  ft=0.5437  model_loss_ema=0.1981  sel_loss=1.0480
  step 1040/3738  safe=0.0515  ft=0.7023  model_loss_ema=0.1916  sel_loss=1.3666
  step 1050/3738  safe=0.1179  ft=0.4991  model_loss_ema=0.1900  sel_loss=0.9807
  step 1060/3738  safe=0.0772  ft=0.6089  model_loss_ema=0.2020  sel_loss=1.2084
  step 1070/3738  safe=0.0311  ft=0.6278  model_loss_ema=0.2015  sel_loss=1.2586
  step 1080/3738  safe=0.1190  ft=0.7450  model_loss_ema=0.2014  sel_loss=1.5090
  step 1090/3738  safe=0.1915  ft=0.7390  model_loss_ema=0.2115  sel_loss=1.5121
  step 1100/3738  safe=0.2024  ft=0.5696  model_loss_ema=0.2112  sel_loss=1.1776
  step 1110/3738  safe=0.1028  ft=0.6070  model_loss_ema=0.2033  sel_loss=1.2679
  step 1120/3738  safe=0.1707  ft=1.0249  model_loss_ema=0.2132  sel_loss=2.1628
  step 1130/3738  safe=0.0891  ft=0.5639  model_loss_ema=0.2199  sel_loss=1.2029
  step 1140/3738  safe=0.0698  ft=0.5618  model_loss_ema=0.2091  sel_loss=1.2108
  step 1150/3738  safe=0.0991  ft=0.5607  model_loss_ema=0.2103  sel_loss=1.2212
  step 1160/3738  safe=0.0890  ft=0.6345  model_loss_ema=0.2101  sel_loss=1.3969
  step 1170/3738  safe=0.0387  ft=0.4526  model_loss_ema=0.2085  sel_loss=1.0076
  step 1180/3738  safe=0.0443  ft=0.6667  model_loss_ema=0.2097  sel_loss=1.5006
  step 1190/3738  safe=0.0414  ft=0.4766  model_loss_ema=0.2159  sel_loss=1.0849
  step 1200/3738  safe=0.1200  ft=0.6437  model_loss_ema=0.2147  sel_loss=1.4817
  step 1210/3738  safe=0.5849  ft=0.5330  model_loss_ema=0.2548  sel_loss=1.2409
  step 1220/3738  safe=0.1014  ft=0.5135  model_loss_ema=0.2422  sel_loss=1.2094
  step 1230/3738  safe=0.0581  ft=0.4760  model_loss_ema=0.2241  sel_loss=1.1343
  step 1240/3738  safe=0.0180  ft=0.6176  model_loss_ema=0.2301  sel_loss=1.4893
  step 1250/3738  safe=0.0164  ft=0.5296  model_loss_ema=0.2142  sel_loss=1.2923
  step 1260/3738  safe=0.0313  ft=0.3455  model_loss_ema=0.2050  sel_loss=0.8531
  step 1270/3738  safe=0.1273  ft=0.4985  model_loss_ema=0.2036  sel_loss=1.2457
  step 1280/3738  safe=0.0644  ft=0.5407  model_loss_ema=0.2009  sel_loss=1.3681
  step 1290/3738  safe=0.0320  ft=0.5009  model_loss_ema=0.2048  sel_loss=1.2836
  step 1300/3738  safe=0.0234  ft=0.7060  model_loss_ema=0.2156  sel_loss=1.8323
  step 1310/3738  safe=0.0929  ft=0.4638  model_loss_ema=0.2262  sel_loss=1.2196
  step 1320/3738  safe=0.0644  ft=0.7156  model_loss_ema=0.2222  sel_loss=1.9059
  step 1330/3738  safe=0.0310  ft=0.6523  model_loss_ema=0.2192  sel_loss=1.7602
  step 1340/3738  safe=0.0719  ft=0.6454  model_loss_ema=0.2316  sel_loss=1.7656
  step 1350/3738  safe=0.0640  ft=0.6587  model_loss_ema=0.2308  sel_loss=1.8266
  step 1360/3738  safe=0.1168  ft=0.6591  model_loss_ema=0.2363  sel_loss=1.8529
  step 1370/3738  safe=0.0868  ft=0.5651  model_loss_ema=0.2375  sel_loss=1.6108
  step 1380/3738  safe=0.1240  ft=0.3550  model_loss_ema=0.2364  sel_loss=1.0263
  step 1390/3738  safe=0.0210  ft=0.7064  model_loss_ema=0.2347  sel_loss=2.0707
  step 1400/3738  safe=0.0639  ft=0.5436  model_loss_ema=0.2341  sel_loss=1.6160
  step 1410/3738  safe=0.0979  ft=0.5504  model_loss_ema=0.2367  sel_loss=1.6598
  step 1420/3738  safe=0.1009  ft=0.7121  model_loss_ema=0.2524  sel_loss=2.1795
  step 1430/3738  safe=0.1372  ft=0.4682  model_loss_ema=0.2393  sel_loss=1.4540
  step 1440/3738  safe=0.1354  ft=0.6580  model_loss_ema=0.2427  sel_loss=2.0747
  step 1450/3738  safe=0.1551  ft=0.4961  model_loss_ema=0.2446  sel_loss=1.5883
  step 1460/3738  safe=0.0871  ft=0.4423  model_loss_ema=0.2672  sel_loss=1.4385
  step 1470/3738  safe=0.0460  ft=0.6253  model_loss_ema=0.2614  sel_loss=2.0667
  step 1480/3738  safe=0.1020  ft=0.6090  model_loss_ema=0.2709  sel_loss=2.0457
  step 1490/3738  safe=0.1246  ft=0.5468  model_loss_ema=0.2608  sel_loss=1.8665
  step 1500/3738  safe=0.0469  ft=0.6775  model_loss_ema=0.2568  sel_loss=2.3511
  step 1510/3738  safe=0.0581  ft=0.6653  model_loss_ema=0.2722  sel_loss=2.3478
  step 1520/3738  safe=0.0839  ft=0.4376  model_loss_ema=0.2738  sel_loss=1.5712
  step 1530/3738  safe=0.0702  ft=0.5785  model_loss_ema=0.2704  sel_loss=2.1121
  step 1540/3738  safe=0.1264  ft=0.6983  model_loss_ema=0.2776  sel_loss=2.5948
  step 1550/3738  safe=0.0567  ft=0.6368  model_loss_ema=0.2831  sel_loss=2.4095
  step 1560/3738  safe=0.0786  ft=0.7785  model_loss_ema=0.2749  sel_loss=2.9993
  step 1570/3738  safe=0.1105  ft=0.3095  model_loss_ema=0.2834  sel_loss=1.2146
  step 1580/3738  safe=0.0918  ft=0.6939  model_loss_ema=0.2839  sel_loss=2.7739
  step 1590/3738  safe=0.0320  ft=0.8469  model_loss_ema=0.3011  sel_loss=3.4509
  step 1600/3738  safe=0.0885  ft=0.5198  model_loss_ema=0.3151  sel_loss=2.1601
  step 1610/3738  safe=0.0303  ft=0.5235  model_loss_ema=0.3118  sel_loss=2.2187
  step 1620/3738  safe=0.0664  ft=0.4917  model_loss_ema=0.3014  sel_loss=2.1265
  step 1630/3738  safe=0.0507  ft=0.3932  model_loss_ema=0.2987  sel_loss=1.7354
  step 1640/3738  safe=0.0510  ft=0.5326  model_loss_ema=0.3250  sel_loss=2.4003
  step 1650/3738  safe=0.0573  ft=0.6866  model_loss_ema=0.3311  sel_loss=3.1631
  step 1660/3738  safe=0.1286  ft=0.4723  model_loss_ema=0.3460  sel_loss=2.2249
  step 1670/3738  safe=0.1033  ft=0.3355  model_loss_ema=0.3381  sel_loss=1.6155
  step 1680/3738  safe=0.0212  ft=0.5374  model_loss_ema=0.3468  sel_loss=2.6460
  step 1690/3738  safe=0.1755  ft=0.6753  model_loss_ema=0.3520  sel_loss=3.4018
  step 1700/3738  safe=0.0499  ft=0.5883  model_loss_ema=0.3542  sel_loss=3.0337
  step 1710/3738  safe=0.1094  ft=0.6676  model_loss_ema=0.3633  sel_loss=3.5284
  step 1720/3738  safe=0.0992  ft=0.5769  model_loss_ema=0.3630  sel_loss=3.1250
  step 1730/3738  safe=0.1836  ft=0.5960  model_loss_ema=0.3742  sel_loss=3.3105
  step 1740/3738  safe=0.0522  ft=0.4228  model_loss_ema=0.3866  sel_loss=2.4100
  step 1750/3738  safe=0.0385  ft=0.5796  model_loss_ema=0.3802  sel_loss=3.3907
  step 1760/3738  safe=0.2038  ft=0.5298  model_loss_ema=0.3929  sel_loss=3.1847
  step 1770/3738  safe=0.0990  ft=0.4991  model_loss_ema=0.3797  sel_loss=3.0845
  step 1780/3738  safe=0.0733  ft=0.6657  model_loss_ema=0.3968  sel_loss=4.2338
  step 1790/3738  safe=0.0681  ft=0.5670  model_loss_ema=0.4045  sel_loss=3.7144
  step 1800/3738  safe=0.0895  ft=0.6516  model_loss_ema=0.4313  sel_loss=4.3996
  step 1810/3738  safe=0.0743  ft=0.5796  model_loss_ema=0.4458  sel_loss=4.0378
  step 1820/3738  safe=0.0508  ft=0.3987  model_loss_ema=0.4478  sel_loss=2.8681
  step 1830/3738  safe=0.1643  ft=0.5004  model_loss_ema=0.4726  sel_loss=3.7202
  step 1840/3738  safe=0.1178  ft=0.4195  model_loss_ema=0.4780  sel_loss=3.2252
  step 1850/3738  safe=0.1080  ft=0.7119  model_loss_ema=0.5092  sel_loss=5.6643
  step 1860/3738  safe=0.0613  ft=0.4700  model_loss_ema=0.4952  sel_loss=3.8750
[selector] saved epoch snapshot: /NHNHOME/26msit001_A/BASE/edge_ai_lab/minseong/Safety-WaRP-LLM/seal/ckpt/revision/cb/llama31_8b_base/gsm8k_selector_softmax_ep1.pt

[selector] epoch 1  ul_weight=0.800
  step 1870/3738  safe=0.1397  ft=0.5661  model_loss_ema=0.3063  sel_loss=0.9729
  step 1880/3738  safe=0.1404  ft=0.4270  model_loss_ema=0.2464  sel_loss=0.3714
  step 1890/3738  safe=0.0484  ft=0.5078  model_loss_ema=0.2242  sel_loss=1.2177
  step 1900/3738  safe=0.0762  ft=0.6728  model_loss_ema=0.1956  sel_loss=0.2448
  step 1910/3738  safe=0.0485  ft=0.6311  model_loss_ema=0.1823  sel_loss=0.3745
  step 1920/3738  safe=0.1142  ft=0.6843  model_loss_ema=0.1949  sel_loss=1.7832
  step 1930/3738  safe=0.0259  ft=0.6569  model_loss_ema=0.1819  sel_loss=0.4357
  step 1940/3738  safe=0.0880  ft=0.8218  model_loss_ema=0.2034  sel_loss=0.5245
  step 1950/3738  safe=0.0516  ft=0.5908  model_loss_ema=0.1867  sel_loss=0.5818
  step 1960/3738  safe=0.0968  ft=0.4256  model_loss_ema=0.1779  sel_loss=0.3050
  step 1970/3738  safe=0.0780  ft=0.5079  model_loss_ema=0.1871  sel_loss=1.0875
  step 1980/3738  safe=0.0809  ft=0.4583  model_loss_ema=0.1801  sel_loss=0.4232
  step 1990/3738  safe=0.0405  ft=0.4935  model_loss_ema=0.1736  sel_loss=0.4914
  step 2000/3738  safe=0.0890  ft=0.7696  model_loss_ema=0.1778  sel_loss=0.7153
  step 2010/3738  safe=0.0110  ft=0.7420  model_loss_ema=0.1628  sel_loss=0.5025
  step 2020/3738  safe=0.0150  ft=0.3672  model_loss_ema=0.1547  sel_loss=0.4240
  step 2030/3738  safe=0.1213  ft=0.4928  model_loss_ema=0.1635  sel_loss=0.7406
  step 2040/3738  safe=0.0509  ft=0.6465  model_loss_ema=0.1641  sel_loss=0.3101
  step 2050/3738  safe=0.1258  ft=0.4581  model_loss_ema=0.1590  sel_loss=0.2286
  step 2060/3738  safe=0.0700  ft=0.7577  model_loss_ema=0.1626  sel_loss=0.6315
  step 2070/3738  safe=0.0670  ft=0.4307  model_loss_ema=0.1598  sel_loss=0.4314
  step 2080/3738  safe=0.0612  ft=0.4175  model_loss_ema=0.1633  sel_loss=0.5264
  step 2090/3738  safe=0.0452  ft=0.5385  model_loss_ema=0.1685  sel_loss=0.5074
  step 2100/3738  safe=0.1077  ft=0.5824  model_loss_ema=0.1635  sel_loss=0.3648
  step 2110/3738  safe=0.0771  ft=0.4613  model_loss_ema=0.1741  sel_loss=0.6466
  step 2120/3738  safe=0.0844  ft=0.6137  model_loss_ema=0.1655  sel_loss=0.4322
  step 2130/3738  safe=0.2557  ft=0.5760  model_loss_ema=0.1801  sel_loss=0.4559
  step 2140/3738  safe=0.0788  ft=0.4204  model_loss_ema=0.1764  sel_loss=0.5871
  step 2150/3738  safe=0.0931  ft=0.5149  model_loss_ema=0.1715  sel_loss=0.3762
  step 2160/3738  safe=0.1159  ft=0.6444  model_loss_ema=0.1786  sel_loss=0.4254
  step 2170/3738  safe=0.0599  ft=0.8081  model_loss_ema=0.1847  sel_loss=0.9593
  step 2180/3738  safe=0.0652  ft=0.4287  model_loss_ema=0.1788  sel_loss=0.5373
  step 2190/3738  safe=0.1561  ft=0.3612  model_loss_ema=0.1789  sel_loss=0.6916
  step 2200/3738  safe=0.0572  ft=0.5164  model_loss_ema=0.1738  sel_loss=0.5782
  step 2210/3738  safe=0.0802  ft=0.7195  model_loss_ema=0.1741  sel_loss=0.6465
  step 2220/3738  safe=0.1404  ft=0.4453  model_loss_ema=0.1785  sel_loss=0.5718
  step 2230/3738  safe=0.1559  ft=0.6307  model_loss_ema=0.1803  sel_loss=0.5983
  step 2240/3738  safe=0.0445  ft=0.6820  model_loss_ema=0.1852  sel_loss=0.5789
