2026-04-26 16:55:55 INFO ======================================================================
2026-04-26 16:55:55 INFO WaRP-Rotated Safe LoRA — apply_warp_safe_lora.py
2026-04-26 16:55:55 INFO ======================================================================
2026-04-26 16:55:55 INFO   base_model        : meta-llama/Llama-2-7b-hf
2026-04-26 16:55:55 INFO   aligned_model     : kmseong/llama2_7b-Safety-FT-lr3e-5
2026-04-26 16:55:55 INFO   lora_adapter_path : /home/yonsei_jong/Safety-WaRP-LLM/checkpoints/lora_gsm8k_20260426_163346
2026-04-26 16:55:55 INFO   basis_dir         : /home/yonsei_jong/Safety-WaRP-LLM/checkpoints/phase1_20260426_161130/basis
2026-04-26 16:55:55 INFO   output_path       : ./checkpoints/warp_safelora_20260426_165552
2026-04-26 16:55:55 INFO   top_k             : None  (ratio=0.50)
2026-04-26 16:55:55 INFO   select_type       : number
2026-04-26 16:55:55 INFO   threshold         : 0.500
2026-04-26 16:55:55 INFO   num_proj_layers   : 20
2026-04-26 16:55:55 INFO   use_approx        : True
2026-04-26 16:55:55 INFO 
2026-04-26 16:55:56 INFO [Step 1] Loading aligned model: kmseong/llama2_7b-Safety-FT-lr3e-5 ...
`torch_dtype` is deprecated! Use `dtype` instead!
Loading checkpoint shards:   0%|          | 0/3 [00:00<?, ?it/s]Loading checkpoint shards:  33%|███▎      | 1/3 [00:00<00:00,  2.40it/s]Loading checkpoint shards:  67%|██████▋   | 2/3 [00:00<00:00,  2.67it/s]Loading checkpoint shards: 100%|██████████| 3/3 [00:01<00:00,  2.92it/s]Loading checkpoint shards: 100%|██████████| 3/3 [00:01<00:00,  2.82it/s]
2026-04-26 16:55:58 INFO [Step 1] Loading LoRA adapter: /home/yonsei_jong/Safety-WaRP-LLM/checkpoints/lora_gsm8k_20260426_163346 ...
2026-04-26 16:56:25 INFO [Step 1] LoRA adapter loaded.
2026-04-26 16:56:26 INFO [Step 2] Applying WaRP-Rotated Safe LoRA projection...
2026-04-26 16:56:26 INFO ======================================================================
2026-04-26 16:56:26 INFO [WaRPSafeLoRA] Loading WaRP basis from: /home/yonsei_jong/Safety-WaRP-LLM/checkpoints/phase1_20260426_161130/basis
2026-04-26 16:56:26 INFO   Basis metadata: model=kmseong/llama2_7b-Safety-FT-lr3e-5, layer_types=['attn_k', 'attn_o', 'attn_q', 'attn_v', 'ffn_down', 'ffn_gate', 'ffn_up']
2026-04-26 16:56:40 INFO   Loaded 224 basis matrices.
2026-04-26 16:56:40 INFO   Collected 224 LoRA module pairs.
2026-04-26 16:56:40 INFO 
2026-04-26 16:56:40 INFO [WaRPSafeLoRA] Building alignment projectors...
2026-04-26 16:56:40 INFO   Loading base model from meta-llama/Llama-2-7b-hf (cpu, torch.bfloat16)...
Loading checkpoint shards:   0%|          | 0/2 [00:00<?, ?it/s]Loading checkpoint shards:  50%|█████     | 1/2 [00:07<00:07,  7.14s/it]Loading checkpoint shards: 100%|██████████| 2/2 [00:09<00:00,  4.35s/it]Loading checkpoint shards: 100%|██████████| 2/2 [00:09<00:00,  4.77s/it]
2026-04-26 16:56:50 INFO   Loading aligned model from kmseong/llama2_7b-Safety-FT-lr3e-5 (cpu, torch.bfloat16)...
Loading checkpoint shards:   0%|          | 0/3 [00:00<?, ?it/s]Loading checkpoint shards: 100%|██████████| 3/3 [00:00<00:00, 235.40it/s]
2026-04-26 16:56:51 INFO   Computing alignment deltas & projectors...
2026-04-26 16:56:51 INFO   top_k=None, top_k_ratio=0.50, use_approximation=True
2026-04-26 16:56:51 INFO 
2026-04-26 16:56:51 INFO   Module                                                               in_dim         k     ‖V‖_F  ‖C_rot-C_orig‖_F
2026-04-26 16:57:26 INFO   base_model.model.model.layers.12.self_attn.k_proj                      4096      2048    0.8454    0.010980
2026-04-26 16:57:27 INFO   base_model.model.model.layers.12.self_attn.o_proj                      4096      2048    0.9200    0.011311
2026-04-26 16:57:27 INFO   base_model.model.model.layers.12.self_attn.q_proj                      4096      2048    0.8347    0.011491
2026-04-26 16:57:28 INFO   base_model.model.model.layers.12.self_attn.v_proj                      4096      2048    0.8732    0.011760
2026-04-26 16:57:29 INFO   base_model.model.model.layers.13.mlp.down_proj                        11008      5504    1.3565    0.011420
2026-04-26 16:57:31 INFO   base_model.model.model.layers.13.mlp.gate_proj                         4096      2048    1.3890    0.017136
2026-04-26 16:57:33 INFO   base_model.model.model.layers.13.mlp.up_proj                           4096      2048    1.3498    0.016583
2026-04-26 16:57:33 INFO   base_model.model.model.layers.13.self_attn.k_proj                      4096      2048    0.8144    0.010354
2026-04-26 16:57:34 INFO   base_model.model.model.layers.13.self_attn.o_proj                      4096      2048    0.8807    0.010638
2026-04-26 16:57:35 INFO   base_model.model.model.layers.13.self_attn.q_proj                      4096      2048    0.8074    0.010868
2026-04-26 16:57:35 INFO   base_model.model.model.layers.13.self_attn.v_proj                      4096      2048    0.8564    0.011290
2026-04-26 16:57:36 INFO   base_model.model.model.layers.14.mlp.down_proj                        11008      5504    1.3615    0.011419
2026-04-26 16:57:38 INFO   base_model.model.model.layers.14.mlp.gate_proj                         4096      2048    1.3896    0.017255
2026-04-26 16:57:40 INFO   base_model.model.model.layers.14.mlp.up_proj                           4096      2048    1.3488    0.016680
2026-04-26 16:57:41 INFO   base_model.model.model.layers.14.self_attn.k_proj                      4096      2048    0.8513    0.010808
2026-04-26 16:57:41 INFO   base_model.model.model.layers.14.self_attn.o_proj                      4096      2048    0.9245    0.011326
2026-04-26 16:57:42 INFO   base_model.model.model.layers.14.self_attn.q_proj                      4096      2048    0.8373    0.012050
2026-04-26 16:57:43 INFO   base_model.model.model.layers.14.self_attn.v_proj                      4096      2048    0.8714    0.011378
2026-04-26 16:57:44 INFO   base_model.model.model.layers.15.mlp.down_proj                        11008      5504    1.3725    0.011493
2026-04-26 16:57:46 INFO   base_model.model.model.layers.15.mlp.gate_proj                         4096      2048    1.3994    0.017354
2026-04-26 16:57:47 INFO   base_model.model.model.layers.15.mlp.up_proj                           4096      2048    1.3695    0.016983
2026-04-26 16:57:48 INFO   base_model.model.model.layers.15.self_attn.k_proj                      4096      2048    0.8479    0.010797
2026-04-26 16:57:49 INFO   base_model.model.model.layers.15.self_attn.o_proj                      4096      2048    0.9233    0.011305
2026-04-26 16:57:49 INFO   base_model.model.model.layers.15.self_attn.q_proj                      4096      2048    0.8438    0.011707
2026-04-26 16:57:50 INFO   base_model.model.model.layers.15.self_attn.v_proj                      4096      2048    0.8854    0.011431
2026-04-26 16:57:51 INFO   base_model.model.model.layers.16.mlp.down_proj                        11008      5504    1.3882    0.011444
2026-04-26 16:57:53 INFO   base_model.model.model.layers.16.mlp.gate_proj                         4096      2048    1.4132    0.017675
2026-04-26 16:57:55 INFO   base_model.model.model.layers.16.mlp.up_proj                           4096      2048    1.3826    0.017164
2026-04-26 16:57:55 INFO   base_model.model.model.layers.16.self_attn.k_proj                      4096      2048    0.8727    0.010874
2026-04-26 16:57:56 INFO   base_model.model.model.layers.16.self_attn.o_proj                      4096      2048    0.9210    0.011109
2026-04-26 16:57:56 INFO   base_model.model.model.layers.16.self_attn.q_proj                      4096      2048    0.8729    0.012187
2026-04-26 16:57:57 INFO   base_model.model.model.layers.16.self_attn.v_proj                      4096      2048    0.8904    0.011241
2026-04-26 16:57:58 INFO   base_model.model.model.layers.17.mlp.down_proj                        11008      5504    1.3918    0.011462
2026-04-26 16:58:00 INFO   base_model.model.model.layers.17.mlp.gate_proj                         4096      2048    1.4027    0.017406
2026-04-26 16:58:02 INFO   base_model.model.model.layers.17.mlp.up_proj                           4096      2048    1.3822    0.017058
2026-04-26 16:58:02 INFO   base_model.model.model.layers.17.self_attn.k_proj                      4096      2048    0.8909    0.011266
2026-04-26 16:58:03 INFO   base_model.model.model.layers.17.self_attn.o_proj                      4096      2048    0.9304    0.011756
2026-04-26 16:58:04 INFO   base_model.model.model.layers.17.self_attn.q_proj                      4096      2048    0.8845    0.012099
2026-04-26 16:58:04 INFO   base_model.model.model.layers.17.self_attn.v_proj                      4096      2048    0.9051    0.011598
2026-04-26 16:58:06 INFO   base_model.model.model.layers.18.mlp.down_proj                        11008      5504    1.3974    0.011480
2026-04-26 16:58:08 INFO   base_model.model.model.layers.18.mlp.gate_proj                         4096      2048    1.3994    0.017154
2026-04-26 16:58:09 INFO   base_model.model.model.layers.18.mlp.up_proj                           4096      2048    1.3943    0.017067
2026-04-26 16:58:10 INFO   base_model.model.model.layers.18.self_attn.k_proj                      4096      2048    0.8658    0.010762
2026-04-26 16:58:11 INFO   base_model.model.model.layers.18.self_attn.o_proj                      4096      2048    0.9114    0.010849
2026-04-26 16:58:11 INFO   base_model.model.model.layers.18.self_attn.q_proj                      4096      2048    0.8669    0.011721
2026-04-26 16:58:12 INFO   base_model.model.model.layers.18.self_attn.v_proj                      4096      2048    0.8949    0.011501
2026-04-26 16:58:13 INFO   base_model.model.model.layers.19.mlp.down_proj                        11008      5504    1.3984    0.011519
2026-04-26 16:58:15 INFO   base_model.model.model.layers.19.mlp.gate_proj                         4096      2048    1.3883    0.016799
2026-04-26 16:58:17 INFO   base_model.model.model.layers.19.mlp.up_proj                           4096      2048    1.3967    0.016928
2026-04-26 16:58:17 INFO   base_model.model.model.layers.19.self_attn.k_proj                      4096      2048    0.9058    0.011139
2026-04-26 16:58:18 INFO   base_model.model.model.layers.19.self_attn.o_proj                      4096      2048    0.9420    0.011437
2026-04-26 16:58:19 INFO   base_model.model.model.layers.19.self_attn.q_proj                      4096      2048    0.9045    0.012464
2026-04-26 16:58:19 INFO   base_model.model.model.layers.19.self_attn.v_proj                      4096      2048    0.9166    0.011432
2026-04-26 16:58:21 INFO   base_model.model.model.layers.2.mlp.down_proj                         11008      5504    1.3761    0.011381
2026-04-26 16:58:22 INFO   base_model.model.model.layers.2.mlp.gate_proj                          4096      2048    1.2996    0.014887
2026-04-26 16:58:24 INFO   base_model.model.model.layers.2.mlp.up_proj                            4096      2048    1.3496    0.015443
2026-04-26 16:58:25 INFO   base_model.model.model.layers.2.self_attn.k_proj                       4096      2048    0.7821    0.009639
2026-04-26 16:58:25 INFO   base_model.model.model.layers.2.self_attn.o_proj                       4096      2048    0.8950    0.011863
2026-04-26 16:58:26 INFO   base_model.model.model.layers.2.self_attn.q_proj                       4096      2048    0.7764    0.009488
2026-04-26 16:58:27 INFO   base_model.model.model.layers.2.self_attn.v_proj                       4096      2048    0.8682    0.011729
2026-04-26 16:58:28 INFO   base_model.model.model.layers.20.mlp.down_proj                        11008      5504    1.4037    0.011479
2026-04-26 16:58:30 INFO   base_model.model.model.layers.20.mlp.gate_proj                         4096      2048    1.3738    0.017000
2026-04-26 16:58:31 INFO   base_model.model.model.layers.20.mlp.up_proj                           4096      2048    1.3858    0.017082
2026-04-26 16:58:32 INFO   base_model.model.model.layers.20.self_attn.k_proj                      4096      2048    0.9466    0.011847
2026-04-26 16:58:33 INFO   base_model.model.model.layers.20.self_attn.o_proj                      4096      2048    0.9591    0.011709
2026-04-26 16:58:33 INFO   base_model.model.model.layers.20.self_attn.q_proj                      4096      2048    0.9354    0.013606
2026-04-26 16:58:34 INFO   base_model.model.model.layers.20.self_attn.v_proj                      4096      2048    0.9261    0.011546
2026-04-26 16:58:35 INFO   base_model.model.model.layers.21.mlp.down_proj                        11008      5504    1.4081    0.011498
2026-04-26 16:58:37 INFO   base_model.model.model.layers.21.mlp.gate_proj                         4096      2048    1.3609    0.016621
2026-04-26 16:58:39 INFO   base_model.model.model.layers.21.mlp.up_proj                           4096      2048    1.3824    0.016840
2026-04-26 16:58:39 INFO   base_model.model.model.layers.21.self_attn.k_proj                      4096      2048    0.9177    0.011194
2026-04-26 16:58:40 INFO   base_model.model.model.layers.21.self_attn.o_proj                      4096      2048    0.9259    0.011063
2026-04-26 16:58:41 INFO   base_model.model.model.layers.21.self_attn.q_proj                      4096      2048    0.9087    0.012677
2026-04-26 16:58:41 INFO   base_model.model.model.layers.21.self_attn.v_proj                      4096      2048    0.8961    0.011296
2026-04-26 16:58:43 INFO   base_model.model.model.layers.22.mlp.down_proj                        11008      5504    1.4091    0.011443
2026-04-26 16:58:44 INFO   base_model.model.model.layers.22.mlp.gate_proj                         4096      2048    1.3569    0.016467
2026-04-26 16:58:46 INFO   base_model.model.model.layers.22.mlp.up_proj                           4096      2048    1.3804    0.016735
2026-04-26 16:58:47 INFO   base_model.model.model.layers.22.self_attn.k_proj                      4096      2048    0.9008    0.010970
2026-04-26 16:58:47 INFO   base_model.model.model.layers.22.self_attn.o_proj                      4096      2048    0.9032    0.010867
2026-04-26 16:58:48 INFO   base_model.model.model.layers.22.self_attn.q_proj                      4096      2048    0.8929    0.012481
2026-04-26 16:58:49 INFO   base_model.model.model.layers.22.self_attn.v_proj                      4096      2048    0.8826    0.011258
2026-04-26 16:58:50 INFO   base_model.model.model.layers.23.mlp.down_proj                        11008      5504    1.4109    0.011476
2026-04-26 16:58:52 INFO   base_model.model.model.layers.23.mlp.gate_proj                         4096      2048    1.3576    0.016396
2026-04-26 16:58:53 INFO   base_model.model.model.layers.23.mlp.up_proj                           4096      2048    1.3797    0.016582
2026-04-26 16:58:54 INFO   base_model.model.model.layers.23.self_attn.k_proj                      4096      2048    0.8936    0.011031
2026-04-26 16:58:55 INFO   base_model.model.model.layers.23.self_attn.o_proj                      4096      2048    0.8856    0.010662
2026-04-26 16:58:55 INFO   base_model.model.model.layers.23.self_attn.q_proj                      4096      2048    0.8942    0.012096
2026-04-26 16:58:56 INFO   base_model.model.model.layers.23.self_attn.v_proj                      4096      2048    0.8537    0.010949
2026-04-26 16:58:57 INFO   base_model.model.model.layers.24.mlp.down_proj                        11008      5504    1.4054    0.011432
2026-04-26 16:58:59 INFO   base_model.model.model.layers.24.mlp.gate_proj                         4096      2048    1.3682    0.016639
2026-04-26 16:59:01 INFO   base_model.model.model.layers.24.mlp.up_proj                           4096      2048    1.3890    0.016803
2026-04-26 16:59:01 INFO   base_model.model.model.layers.24.self_attn.k_proj                      4096      2048    0.9530    0.011766
2026-04-26 16:59:02 INFO   base_model.model.model.layers.24.self_attn.o_proj                      4096      2048    0.9067    0.010658
2026-04-26 16:59:03 INFO   base_model.model.model.layers.24.self_attn.q_proj                      4096      2048    0.9378    0.013429
2026-04-26 16:59:03 INFO   base_model.model.model.layers.24.self_attn.v_proj                      4096      2048    0.8691    0.010851
2026-04-26 16:59:04 INFO   base_model.model.model.layers.25.mlp.down_proj                        11008      5504    1.3979    0.011432
2026-04-26 16:59:06 INFO   base_model.model.model.layers.25.mlp.gate_proj                         4096      2048    1.3673    0.016589
2026-04-26 16:59:08 INFO   base_model.model.model.layers.25.mlp.up_proj                           4096      2048    1.3857    0.016709
2026-04-26 16:59:09 INFO   base_model.model.model.layers.25.self_attn.k_proj                      4096      2048    0.8783    0.010983
2026-04-26 16:59:09 INFO   base_model.model.model.layers.25.self_attn.o_proj                      4096      2048    0.8554    0.010332
2026-04-26 16:59:10 INFO   base_model.model.model.layers.25.self_attn.q_proj                      4096      2048    0.8787    0.011643
2026-04-26 16:59:11 INFO   base_model.model.model.layers.25.self_attn.v_proj                      4096      2048    0.8396    0.011081
2026-04-26 16:59:12 INFO   base_model.model.model.layers.26.mlp.down_proj                        11008      5504    1.3726    0.011393
2026-04-26 16:59:14 INFO   base_model.model.model.layers.26.mlp.gate_proj                         4096      2048    1.3596    0.016746
2026-04-26 16:59:15 INFO   base_model.model.model.layers.26.mlp.up_proj                           4096      2048    1.3684    0.016775
2026-04-26 16:59:16 INFO   base_model.model.model.layers.26.self_attn.k_proj                      4096      2048    0.9404    0.011513
2026-04-26 16:59:17 INFO   base_model.model.model.layers.26.self_attn.o_proj                      4096      2048    0.8538    0.010208
2026-04-26 16:59:18 INFO   base_model.model.model.layers.26.self_attn.q_proj                      4096      2048    0.9254    0.012952
2026-04-26 16:59:18 INFO   base_model.model.model.layers.26.self_attn.v_proj                      4096      2048    0.8433    0.010916
2026-04-26 16:59:19 INFO   base_model.model.model.layers.27.mlp.down_proj                        11008      5504    1.3585    0.011410
2026-04-26 16:59:21 INFO   base_model.model.model.layers.27.mlp.gate_proj                         4096      2048    1.3606    0.016754
2026-04-26 16:59:23 INFO   base_model.model.model.layers.27.mlp.up_proj                           4096      2048    1.3669    0.016716
2026-04-26 16:59:24 INFO   base_model.model.model.layers.27.self_attn.k_proj                      4096      2048    0.8298    0.010953
2026-04-26 16:59:24 INFO   base_model.model.model.layers.27.self_attn.o_proj                      4096      2048    0.8127    0.010242
2026-04-26 16:59:25 INFO   base_model.model.model.layers.27.self_attn.q_proj                      4096      2048    0.8346    0.011479
2026-04-26 16:59:25 INFO   base_model.model.model.layers.27.self_attn.v_proj                      4096      2048    0.8180    0.011065
2026-04-26 16:59:27 INFO   base_model.model.model.layers.28.mlp.down_proj                        11008      5504    1.3354    0.011408
2026-04-26 16:59:28 INFO   base_model.model.model.layers.28.mlp.gate_proj                         4096      2048    1.3643    0.016881
2026-04-26 16:59:30 INFO   base_model.model.model.layers.28.mlp.up_proj                           4096      2048    1.3600    0.016719
2026-04-26 16:59:31 INFO   base_model.model.model.layers.28.self_attn.k_proj                      4096      2048    0.8144    0.010557
2026-04-26 16:59:31 INFO   base_model.model.model.layers.28.self_attn.o_proj                      4096      2048    0.7702    0.009657
2026-04-26 16:59:32 INFO   base_model.model.model.layers.28.self_attn.q_proj                      4096      2048    0.8236    0.011310
2026-04-26 16:59:33 INFO   base_model.model.model.layers.28.self_attn.v_proj                      4096      2048    0.7826    0.010422
2026-04-26 16:59:34 INFO   base_model.model.model.layers.29.mlp.down_proj                        11008      5504    1.3106    0.011508
2026-04-26 16:59:36 INFO   base_model.model.model.layers.29.mlp.gate_proj                         4096      2048    1.3664    0.016910
2026-04-26 16:59:37 INFO   base_model.model.model.layers.29.mlp.up_proj                           4096      2048    1.3568    0.016654
2026-04-26 16:59:38 INFO   base_model.model.model.layers.29.self_attn.k_proj                      4096      2048    0.9147    0.011448
2026-04-26 16:59:39 INFO   base_model.model.model.layers.29.self_attn.o_proj                      4096      2048    0.8105    0.010074
2026-04-26 16:59:39 INFO   base_model.model.model.layers.29.self_attn.q_proj                      4096      2048    0.9087    0.012274
2026-04-26 16:59:40 INFO   base_model.model.model.layers.29.self_attn.v_proj                      4096      2048    0.8041    0.010597
2026-04-26 16:59:41 INFO   base_model.model.model.layers.3.mlp.down_proj                         11008      5504    1.3559    0.011057
2026-04-26 16:59:43 INFO   base_model.model.model.layers.3.mlp.gate_proj                          4096      2048    1.2734    0.014695
2026-04-26 16:59:45 INFO   base_model.model.model.layers.3.mlp.up_proj                            4096      2048    1.3211    0.015247
2026-04-26 16:59:45 INFO   base_model.model.model.layers.3.self_attn.k_proj                       4096      2048    0.7650    0.009323
2026-04-26 16:59:46 INFO   base_model.model.model.layers.3.self_attn.o_proj                       4096      2048    0.9281    0.011193
2026-04-26 16:59:47 INFO   base_model.model.model.layers.3.self_attn.q_proj                       4096      2048    0.7655    0.009336
2026-04-26 16:59:47 INFO   base_model.model.model.layers.3.self_attn.v_proj                       4096      2048    0.9065    0.011620
2026-04-26 16:59:48 INFO   base_model.model.model.layers.30.mlp.down_proj                        11008      5504    1.2882    0.011835
2026-04-26 16:59:50 INFO   base_model.model.model.layers.30.mlp.gate_proj                         4096      2048    1.3724    0.017229
2026-04-26 16:59:52 INFO   base_model.model.model.layers.30.mlp.up_proj                           4096      2048    1.3701    0.017083
2026-04-26 16:59:53 INFO   base_model.model.model.layers.30.self_attn.k_proj                      4096      2048    0.8800    0.011711
2026-04-26 16:59:53 INFO   base_model.model.model.layers.30.self_attn.o_proj                      4096      2048    0.8023    0.009814
2026-04-26 16:59:54 INFO   base_model.model.model.layers.30.self_attn.q_proj                      4096      2048    0.8854    0.012473
2026-04-26 16:59:55 INFO   base_model.model.model.layers.30.self_attn.v_proj                      4096      2048    0.7920    0.010407
2026-04-26 16:59:56 INFO   base_model.model.model.layers.31.mlp.down_proj                        11008      5504    1.2466    0.011901
2026-04-26 16:59:58 INFO   base_model.model.model.layers.31.mlp.gate_proj                         4096      2048    1.3239    0.016518
2026-04-26 16:59:59 INFO   base_model.model.model.layers.31.mlp.up_proj                           4096      2048    1.3359    0.016607
2026-04-26 17:00:00 INFO   base_model.model.model.layers.31.self_attn.k_proj                      4096      2048    0.8825    0.011424
2026-04-26 17:00:01 INFO   base_model.model.model.layers.31.self_attn.o_proj                      4096      2048    0.8497    0.010697
2026-04-26 17:00:01 INFO   base_model.model.model.layers.31.self_attn.q_proj                      4096      2048    0.8863    0.012651
2026-04-26 17:00:02 INFO   base_model.model.model.layers.31.self_attn.v_proj                      4096      2048    0.8535    0.011383
